Record#,PIT Tag,SRR Verbose,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,CWT-S,Second PIT Tag,Scale ID,Adipose Clip,Fin Clip,CWT-BODY,Release Status,Sex,Capture Status,Snubbed Dorsal,Injury,Tally Count,Scale Age,Scale Origin ,Final Origin,Field Origin
253,3DD.003DA289BA,Hat. Summer Steelhead,32H,Mark,580,,AD CW FE RF,,9/8/2021 10:10,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 10:10,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,58-4,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
254,3DD.003DA2899D,Wild Summer Steelhead,32W,Mark,560,,AI FE RF,,9/8/2021 10:13,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 10:13,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,58-5,,,,Passed,Female,Maiden,,,,2.1,W,W,W
255,3DD.003DA289A2,Wild Summer Steelhead,32W,Mark,550,,AI FE RF,,9/8/2021 10:17,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 10:17,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,58-6,,,,Passed,Female,Maiden,,,,R.1,W,W,W
256,3DD.003DA289B4,Hat. Summer Steelhead,32H,Mark,570,,AD FE RF,,9/8/2021 10:19,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 10:19,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,59-1,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
257,3DD.003D4381B4,Hat. Summer Steelhead,32H,Recapture,590,,AD CW MA RE RF,This is a recap!!!!,9/8/2021 10:43,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 10:43,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,X,,59-2,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
258,3DD.003DA2899F,Hat. Summer Steelhead,32H,Mark,610,,AD FE RF,,9/8/2021 11:01,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 11:01,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,59-3,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
259,3DD.003DA2897A,Hat. Summer Steelhead,32H,Mark,540,,AD MA RF,Injury-Body,9/8/2021 11:02,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 11:02,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,59-4,X,,,Passed,Male,Maiden,X,GN,,1.1,H,H,H
260,3DD.003DA2897F,Hat. Summer Steelhead,32H,Mark,550,,AD FE RF,,9/8/2021 11:08,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 11:08,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,59-5,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
261,3DD.003DA28975,Hat. Summer Steelhead,32H,Mark,550,,AD CW FE RF,,9/8/2021 11:14,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 11:14,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,59-6,X,,,Passed,Female,Maiden,X,,,R.1,H,H,H
262,3DD.003DA2898E,Hat. Summer Steelhead,32H,Mark,560,,AD FE RF,,9/8/2021 11:22,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 11:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,60-1,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
263,3DD.003DA289C0,Wild Summer Steelhead,32W,Mark,570,,AI FE RF,,9/8/2021 11:40,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 11:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,60-2,,,,Passed,Female,Maiden,,,,2.1,W,W,W
264,3DD.003DA2899B,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,,9/8/2021 11:42,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 11:42,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,60-3,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
265,3DD.003BE69EC2,Hat. Summer Steelhead,32H,Recapture,560,,AD FE RE RF,This is a recap!!!!,9/8/2021 11:45,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 11:45,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,60-4,X,,,Passed,Female,Maiden,,,,1.1,H,H,H
266,3DD.003DA28993,Wild Summer Steelhead,32W,Mark,600,,AI MA RF,,9/8/2021 11:47,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 11:47,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,60-5,,,,Passed,Male,Maiden,,,,2.1,W,W,W
267,3DD.003DA28978,Wild Summer Steelhead,32W,Mark,570,,AI FE RF,,9/8/2021 12:23,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 12:23,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,60-6,,,,Passed,Female,Maiden,,,,UNREADABLE,W,W,W
268,3DD.003DA289C1,Hat. Summer Steelhead,32H,Mark,570,,AD FE RF,,9/8/2021 12:26,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 12:26,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,61-1,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
269,3DD.003DA289B2,Wild Summer Steelhead,32W,Mark,570,,AI FE RF,Changed to W per scale analysis,9/8/2021 12:49,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 12:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,61-2,,,,Passed,Female,Maiden,,,,2.1,W,W,H
270,3DD.003DA289CC,Hat. Summer Steelhead,32H,Mark,570,,AD FE RF,,9/8/2021 13:10,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 13:10,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,61-3,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
271,3DD.003DA289B5,Hat. Summer Steelhead,32H,Mark,570,,AD CW FE RF,,9/8/2021 13:22,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 13:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,61-4,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
272,3DD.003DA289AF,Wild Summer Steelhead,32W,Mark,620,,AI FE RF,,9/8/2021 13:37,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 13:37,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,61-5,,,,Passed,Female,Maiden,,,,2.1,W,W,W
273,3DD.003DA289CB,Hat. Summer Steelhead,32H,Mark,680,,AD MA RF,,9/8/2021 13:45,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 13:45,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,61-6,X,,,Passed,Male,Maiden,X,,,1.2,H,H,H
274,3DD.003DA28987,Wild Summer Steelhead,32W,Mark,600,,AI FE RF,,9/8/2021 13:51,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 13:51,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,62-1,,,,Passed,Female,Maiden,,,,2.1,W,W,W
275,3DD.003DA289C7,Wild Summer Steelhead,32W,Mark,690,,AI FE RF,,9/8/2021 13:57,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 13:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,62-2,,,,Passed,Female,Maiden,,,,3.2,W,W,W
276,3DD.003DA28981,Wild Summer Steelhead,32W,Mark,770,,AI FE RF,,9/8/2021 14:00,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 14:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,62-3,,,,Passed,Female,Maiden,,,,2.2,W,W,W
277,3DD.003DA28983,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,,9/8/2021 14:06,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/8/2021 14:06,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,62-4,X,,,Passed,Female,Maiden,X,,,R.2,H,H,H
278,3DD.003DA289D4,Hat. Summer Steelhead,32H,Mark,820,,AD MA RF,,9/9/2021 6:23,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 6:23,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,63-1,X,,,Passed,Male,Maiden,X,,,1.2,H,H,H
279,3DD.003DA28991,Wild Summer Steelhead,32W,Mark,610,,AI MA RF,,9/9/2021 6:58,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 6:58,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,63-2,,,,Passed,Male,Maiden,,,,R.1,W,W,W
280,3DD.003DA28976,Wild Summer Steelhead,32W,Mark,590,,AI FE RF,,9/9/2021 7:38,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 7:38,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,63-3,,,,Passed,Female,Maiden,,,,2.1,W,W,W
281,3DD.003DA2898A,Wild Summer Steelhead,32W,Mark,580,,AI MA RF,,9/9/2021 7:53,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 7:53,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,63-4,,,,Passed,Male,Maiden,,,,R.`,W,W,W
282,3DD.003DA2897B,Wild Summer Steelhead,32W,Mark,700,,AI FE RF,,9/9/2021 7:55,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 7:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,63-5,,,,Passed,Female,Maiden,,,,2.2,W,W,W
283,3DD.003DA289C8,Hat. Summer Steelhead,32H,Mark,580,,AD MA RF,,9/9/2021 8:07,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 8:07,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,63-6,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
284,3DD.003DA289C6,Hat. Summer Steelhead,32H,Mark,670,,AD MA RF,,9/9/2021 8:42,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 8:42,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,64-1,X,,,Passed,Male,Maiden,X,,,R.2,H,H,H
285,3DD.003DA28988,Wild Summer Steelhead,32W,Mark,570,,AI FE RF,,9/9/2021 8:46,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 8:46,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,64-2,,,,Passed,Female,Maiden,,,,2.1,W,W,W
286,3DD.003DA28990,Hat. Summer Steelhead,32H,Mark,530,,AD FE RF,,9/9/2021 8:47,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 8:47,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,64-3,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
287,3DD.003DA289C9,Hat. Summer Steelhead,32H,Mark,720,,AD FE RF,,9/9/2021 8:49,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 8:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,64-4,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
288,3DD.003DA28997,Hat. Summer Steelhead,32H,Mark,570,,AD MA RF,,9/9/2021 8:50,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 8:50,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,64-5,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
289,3DD.003DA289A6,Wild Summer Steelhead,32W,Mark,630,,AI FE RF,,9/9/2021 9:06,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 9:06,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,64-6,,,,Passed,Female,Maiden,,,,R.1,W,W,W
290,3DD.003DA289D0,Hat. Summer Steelhead,32H,Mark,580,,AI FE RF,Changed to H per scale analysis,9/9/2021 9:26,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 9:26,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,65-1,,,,Passed,Female,Maiden,,,,1.1,H,H,W
291,3DD.003DA289A0,Hat. Summer Steelhead,32H,Mark,610,,AD CW FE RF,,9/9/2021 9:26,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 9:26,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,65-2,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
292,3DD.003DA28977,Wild Summer Steelhead,32W,Mark,590,,AI FE RF,,9/9/2021 9:34,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 9:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,65-3,,,,Passed,Female,Maiden,,,,2.1,W,W,W
293,3DD.003DA289BF,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,,9/9/2021 9:50,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 9:50,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,65-4,,,,Passed,Female,Maiden,,,,2.1,W,W,W
294,3DD.003DA289AD,Hat. Summer Steelhead,32H,Mark,580,,AD MA RF,,9/9/2021 9:51,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 9:51,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,65-5,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
295,3DD.003DA289A8,Wild Summer Steelhead,32W,Mark,710,,AI MA RF,,9/9/2021 10:24,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 10:24,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,65-6,,,,Passed,Male,Maiden,,,,2.2,W,W,W
296,3DD.003DA289A9,Hat. Summer Steelhead,32H,Mark,710,,AD FE RF,,9/9/2021 10:31,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 10:31,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,66-1,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
297,3DD.003DA289A5,Hat. Summer Steelhead,32H,Mark,580,,AD FE RF,,9/9/2021 10:43,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 10:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,66-2,X,,,Passed,Female,Maiden,X,,,R.1,H,H,H
298,3DD.003DA2899A,Hat. Summer Steelhead,32H,Mark,510,,AD MA RF,,9/9/2021 11:07,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 11:07,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,66-3,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
299,3DD.003DA289B9,Wild Summer Steelhead,32W,Mark,600,,AI FE RF,,9/9/2021 11:18,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 11:18,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,66-4,,,,Passed,Female,Maiden,,,,2.1,W,W,W
300,3DD.003DA28992,Hat. Summer Steelhead,32H,Mark,580,,AD MA RF,,9/9/2021 11:37,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 11:37,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,66-5,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
301,3DD.003DA2898D,Wild Summer Steelhead,32W,Mark,610,,AI FE RF,,9/9/2021 11:46,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 11:46,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,66-6,,,,Passed,Female,Maiden,,,,3.1,W,W,W
302,3DD.003DA28995,Hat. Summer Steelhead,32H,Mark,630,,AD CW FE RF RV,,9/9/2021 12:37,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 12:37,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,67-1,X,X,,Passed,Female,Maiden,X,,,1.2,H,H,H
303,3DD.003DA289AA,Hat. Summer Steelhead,32H,Mark,630,,AD MA RF,,9/9/2021 12:38,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 12:38,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,67-2,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
304,3DD.003DA28979,Wild Summer Steelhead,32W,Mark,640,,AI MA RF,,9/9/2021 12:39,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 12:39,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,67-3,,,,Passed,Male,Maiden,,,,2.2,W,W,W
305,3DD.003DA289AE,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,,9/9/2021 12:43,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 12:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,67-4,,,,Passed,Female,Maiden,,,,2.1,W,W,W
306,3DD.003BE3295D,Hat. Summer Steelhead,32H,Recapture,690,,AD FE RE RF,This is a recap!!!!,9/9/2021 12:45,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 12:45,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,67-5,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
307,3DD.003DA289CD,Wild Summer Steelhead,32W,Mark,640,,AI FE RF,,9/9/2021 12:49,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 12:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,67-6,,,,Passed,Female,Maiden,,,,2.2,W,W,W
308,3DD.003DA28998,Hat. Summer Steelhead,32H,Mark,570,,AD FE RF,,9/9/2021 13:23,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 13:23,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,68-1,X,,,Passed,Female,Maiden,X,,,R.1,H,H,H
309,3DD.003DA2899E,Wild Summer Steelhead,32W,Mark,570,,AI FE RF,,9/9/2021 13:29,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 13:29,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,68-2,,,,Passed,Female,Maiden,,,,R.1,W,W,W
310,3DD.003DA28974,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,,9/9/2021 13:40,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 13:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,68-3,,,,Passed,Female,Maiden,,,,3.1,W,W,W
311,3DD.003DA2897E,Hat. Summer Steelhead,32H,Mark,610,,AD FE RF,,9/9/2021 13:42,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 13:42,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,68-4,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
312,3DD.003DA289A7,Wild Summer Steelhead,32W,Mark,760,,AI FE RF,,9/9/2021 13:43,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 13:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,68-5,,,,Passed,Female,Maiden,,,,R.2,W,W,W
313,3DD.003DA28A17,Hat. Summer Steelhead,32H,Mark,540,,AD CW MA RF,,9/9/2021 13:45,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/9/2021 13:45,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,68-6,X,,,Passed,Male,Maiden,X,,,R.1,H,H,H
314,3DD.003DA28A37,Hat. Summer Steelhead,32H,Mark,540,,AD FE RF,,9/10/2021 6:40,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 6:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,69-1,X,,,Passed,Female,Maiden,,,,1.1,H,H,H
315,3DD.003DA28A24,Wild Summer Steelhead,32W,Mark,680,,AI FE RF,,9/10/2021 7:53,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 7:53,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,69-2,,,,Passed,Female,Maiden,,,,2.1,W,W,W
316,3DD.003DA28A15,Wild Summer Steelhead,32W,Mark,800,,AI MA RF,,9/10/2021 7:57,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 7:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,69-3,,,,Passed,Male,Maiden,,,,2.3,W,W,W
317,3DD.003DA28A27,Hat. Summer Steelhead,32H,Mark,570,,AD CW MA RF,,9/10/2021 8:54,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 8:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,69-4,X,,,Passed,Male,Maiden,,,,1.1,H,H,H
318,3DD.003DA28A22,Wild Summer Steelhead,32W,Mark,570,,AI FE RF,,9/10/2021 8:59,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 8:59,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,69-5,,,,Passed,Female,Maiden,,,,2.1,W,W,W
319,3DD.003DA28A36,Wild Summer Steelhead,32W,Mark,530,,AI FE RF,,9/10/2021 9:07,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 9:07,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,69-6,,,,Passed,Female,Maiden,,,,2.1,W,W,W
320,3DD.003DA28A21,Wild Summer Steelhead,32W,Mark,530,,AI FE RF,,9/10/2021 9:07,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 9:07,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,70-1,,,,Passed,Female,Maiden,,,,2.1,W,W,W
321,3DD.003DA28A0E,Hat. Summer Steelhead,32H,Mark,570,,AD FE RF,,9/10/2021 9:20,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 9:20,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,70-2,X,,,Passed,Female,Maiden,,,,H2.1,H,H,H
322,3DD.003DA289FB,Wild Summer Steelhead,32W,Mark,710,,AI FE RF,,9/10/2021 9:31,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 9:31,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,70-3,,,,Passed,Female,Maiden,,,,2.2,W,W,W
323,3DD.003DA289F0,Hat. Summer Steelhead,32H,Mark,620,,AD MA RF,,9/10/2021 10:12,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 10:12,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,70-4,X,,,Passed,Male,Maiden,X,,,UNREADABLE,H,H,H
324,3DD.003DA28A0C,Hat. Summer Steelhead,32H,Mark,540,,AD CW FE RF,,9/10/2021 10:25,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 10:25,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,70-5,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
325,3DD.0077A4B304,Wild Summer Steelhead,32W,Recapture,560,,AI FE RE RF,This is a recap!!!!,9/10/2021 10:30,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 10:30,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,70-6,,,,Passed,Female,Maiden,,,,2.1,W,W,W
326,3DD.003DA289F2,Hat. Summer Steelhead,32H,Mark,560,,AD CW FE RF,,9/10/2021 10:36,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 10:36,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,71-1,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
327,3DD.003DA28A14,Wild Summer Steelhead,32W,Mark,550,,AI FE RF,,9/10/2021 10:43,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 10:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,71-2,,,,Passed,Female,Maiden,,,,2.1,W,W,W
328,3DD.003DA28A31,Hat. Summer Steelhead,32H,Mark,600,,AD FE RF,,9/10/2021 10:44,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 10:44,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,71-3,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
329,3DD.003DA289F9,Hat. Summer Steelhead,32H,Mark,630,,AD MA RF,,9/10/2021 10:58,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 10:58,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,71-4,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
330,3DD.003DA28A11,Hat. Summer Steelhead,32H,Mark,540,,AD MA RF,Injury-Body,9/10/2021 11:07,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 11:07,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,71-5,X,,,Passed,Male,Maiden,X,SS,,1.1,H,H,H
331,3DD.003DA28A29,Hat. Summer Steelhead,32H,Mark,560,,AD FE RF,,9/10/2021 11:47,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 11:47,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,71-6,X,,,Passed,Female,Maiden,X,,,R.1,H,H,H
332,3DD.003DA28A16,Hat. Summer Steelhead,32H,Mark,580,,AI FE RF,,9/10/2021 11:55,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 11:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,72-1,,,,Passed,Female,Maiden,X,,,1.1,H,H,H
333,3DD.003DA28A0A,Hat. Summer Steelhead,32H,Mark,550,,AD FE RF,,9/10/2021 12:21,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 12:21,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,72-2,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
334,3DD.003DA28A19,Hat. Summer Steelhead,32H,Mark,520,,AD FE RF,,9/10/2021 12:23,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 12:23,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,72-3,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
335,3DD.003DA28A0D,Wild Summer Steelhead,32W,Mark,570,,AI MA RF,,9/10/2021 13:01,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 13:01,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,72-4,,,,Passed,Male,Maiden,,,,2.1,W,W,W
336,3DD.003DA28A2A,Wild Summer Steelhead,32W,Mark,730,,AI FE RF,,9/10/2021 13:04,PRDLD1,Adult,,2021,,PRDLD1,639,,20,9/10/2021 13:04,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,72-5,,,,Passed,Female,Maiden,,,,2.2,W,W,W
