Record#,PIT Tag,SRR Verbose,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,CWT-S,Second PIT Tag,Scale ID,Adipose Clip,Fin Clip,CWT-BODY,Release Status,Sex,Capture Status,Snubbed Dorsal,Injury,Talley Count,Scale Age,Scale Origin ,Final Origin,Field Origin
755,3DD.003DA28880,Wild Summer Steelhead,32W,Mark,750,,AI MA RF,,9/18/2020 10:57,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 10:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,137-6,,,,,Male,,,,,3.2,W,W,W
756,3DD.003DA28850,Hat. Summer Steelhead,32H,Mark,530,,AD FE RF,,9/18/2020 11:02,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 11:02,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,138-1,,,,,Female,,,,,1.1,H,H,H
757,3DD.003DA28855,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,9/18/2020 11:43,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 11:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,138-2,,,,,Female,,,,,1.2,H,H,H
758,3DD.003DA28860,Hat. Summer Steelhead,32H,Mark,580,,AD FE RF,HW,9/18/2020 11:45,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 11:45,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,138-3,,,,,Female,,,,,1.1,H,H,H
759,3DD.003DA2888D,Hat. Summer Steelhead,32H,Mark,650,,AD CW FE RF,,9/18/2020 11:50,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 11:50,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,138-4,,,,,Female,,,,,1.2,H,H,H
760,3DD.003DA28894,Hat. Summer Steelhead,32H,Mark,670,,AD FE RF,,9/18/2020 11:59,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 11:59,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,138-5,,,,,Female,,,,,R.2,,H,H
761,3DD.003DA2888C,Hat. Summer Steelhead,32H,Mark,790,,AD MA RF,,9/18/2020 12:22,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 12:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,138-6,,,,,Male,,,,,1.2,H,H,H
762,3DD.003DA288A6,Wild Summer Steelhead,32W,Mark,760,,AI FE RF,,9/18/2020 12:36,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 12:36,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,139-1,,,,,Female,,,,,2.2,W,W,W
763,3DD.003DA28896,Wild Summer Steelhead,32W,Mark,720,,AI FE RF,,9/18/2020 12:48,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 12:48,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,139-2,,,,,Female,,,,,2.2,W,W,W
764,3DD.003DA2885F,Hat. Summer Steelhead,32H,Mark,670,,AD FE RF,,9/18/2020 12:54,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 12:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,139-3,,,,,Female,,,,,1.2,H,H,H
765,3DD.003DA28889,Wild Summer Steelhead,32W,Mark,670,,AI FE RF,,9/18/2020 13:24,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 13:24,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,139-4,,,,,Female,,,,,2.2,W,W,W
766,3DD.003DA28879,Wild Summer Steelhead,32W,Mark,540,,AI FE RF,,9/18/2020 13:31,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 13:31,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,139-5,,,,,Female,,,,,2.1,W,W,W
767,3DD.003DA2885B,Hat. Summer Steelhead,32H,Mark,790,,AI FE RF,,9/18/2020 13:48,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 13:48,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,139-6,,,,,Female,,,,,1.2,H,H,H
768,3DD.003DA2886D,Hat. Summer Steelhead,32H,Mark,780,,AI FE RF,,9/18/2020 14:15,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 14:15,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,140-1,,,,,Female,,,,,1.2,H,H,H
769,3DD.003DA28854,Hat. Summer Steelhead,32H,Mark,720,,AD FE RF,,9/18/2020 14:21,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 14:21,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,140-2,,,,,Female,,,,,1.2,H,H,H
770,3DD.003DA28859,Wild Summer Steelhead,32W,Mark,700,,AI FE RF,,9/18/2020 14:24,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 14:24,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,140-3,,,,,Female,,,,,2.2,W,W,W
771,3DD.003DA2889A,Hat. Summer Steelhead,32H,Mark,490,,AD MA RF,,9/18/2020 14:42,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/18/2020 14:42,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,140-4,,,,,Male,,,,,1.1,H,H,H
772,3DD.003DA2886B,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,,9/21/2020 6:49,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 6:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,141-1,,,,,Female,,,,,1.2,H,H,H
773,3DD.003DA28891,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,9/21/2020 7:54,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 7:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,141-2,,,,,Female,,,,,1.2,H,H,H
774,3DD.003DA2887D,Hat. Summer Steelhead,32H,Mark,710,,AD FE RF,,9/21/2020 7:55,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 7:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,141-3,,,,,Female,,,,,1.2,H,H,H
775,3DD.003DA28899,Hat. Summer Steelhead,32H,Mark,710,,AD MA RF,,9/21/2020 8:28,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 8:28,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,141-4,,,,,Male,,,,,1.2,H,H,H
776,3DD.003DA28890,Hat. Summer Steelhead,32H,Mark,760,,AD MA RF,,9/21/2020 8:43,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 8:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,141-5,,,,,Male,,,,,1.2,H,H,H
777,3DD.003DA28872,Hat. Summer Steelhead,32H,Mark,810,,AD FE RF,,9/21/2020 8:55,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 8:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,141-6,,,,,Female,,,,,1.2,H,H,H
778,3DD.003DA28876,Hat. Summer Steelhead,32H,Mark,780,,AI FE RF,,9/21/2020 8:57,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 8:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,142-1,,,,,Female,,,,,1.2,H,H,H
779,3DD.003DA28851,Hat. Summer Steelhead,32H,Mark,710,,AD FE RF,,9/21/2020 8:59,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 8:59,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,142-2,,,,,Female,,,,,1.2,H,H,H
780,3DD.003DA2888F,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,,9/21/2020 9:18,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 9:18,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,142-3,,,,,Female,,,,,1.2,H,H,H
781,3DD.003DA288A4,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,,9/21/2020 9:28,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 9:28,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,142-4,,,,,Female,,,,,R.2,,H,H
782,3DD.003DA28885,Wild Summer Steelhead,32W,Mark,570,,AI MA RF,,9/21/2020 9:45,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 9:45,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,142-5,,,,,Male,,,,,2.1,W,W,W
783,3DD.003DA2885A,Hat. Summer Steelhead,32H,Mark,710,,AD MA RF,,9/21/2020 9:51,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 9:51,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,142-6,,,,,Male,,,,,1.2,H,H,H
784,3DD.003DA2884B,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,,9/21/2020 10:09,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 10:09,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,143-1,,,,,Female,,,,,1.2,H,H,H
785,3DD.003DA2887F,Hat. Summer Steelhead,32H,Mark,780,,AD FE RF,,9/21/2020 10:36,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 10:36,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,143-2,,,,,Female,,,,,1.2,H,H,H
786,3DD.003DA2885E,Wild Summer Steelhead,32W,Mark,680,,AI FE RF,,9/21/2020 10:39,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 10:39,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,143-3,,,,,Female,,,,,2.2,W,W,W
787,3DD.003DA28877,Wild Summer Steelhead,32W,Mark,680,,AI FE RF,,9/21/2020 10:40,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 10:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,143-4,,,,,Female,,,,,2.2,W,W,W
788,3DD.003DA2886E,Hat. Summer Steelhead,32H,Mark,760,,AD MA RF,,9/21/2020 10:47,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 10:47,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,143-5,,,,,Male,,,,,1.2,H,H,H
789,3DD.003DA2884E,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,9/21/2020 11:14,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 11:14,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,143-6,,,,,Female,,,,,1.2,H,H,H
790,3DD.003DA288A0,Wild Summer Steelhead,32W,Mark,740,,AI FE RF,,9/21/2020 11:17,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 11:17,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,144-1,,,,,Female,,,,,2.2,W,W,W
791,3DD.003DA2888B,Hat. Summer Steelhead,32H,Mark,610,,AD FE RF,GN,9/21/2020 11:19,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 11:19,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,144-2,,,,,Female,,,,,1.2,H,H,H
792,3DD.003DA28892,Hat. Summer Steelhead,32H,Mark,710,,AD FE RF,,9/21/2020 11:28,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 11:28,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,144-3,,,,,Female,,,,,1.2,H,H,H
793,3DD.003DA28878,Hat. Summer Steelhead,32H,Mark,550,,AD FE RF,,9/21/2020 11:30,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 11:30,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,144-4,,,,,Female,,,,,1.1,H,H,H
794,3DD.003DA28897,Wild Summer Steelhead,32W,Mark,670,,AI FE RF,GN,9/21/2020 11:33,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 11:33,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,144-5,,,,,Female,,,,,2.2,W,W,W
795,3DD.003DA28857,Hat. Summer Steelhead,32H,Mark,650,,AD FE RF,,9/21/2020 11:36,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 11:36,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,144-6,,,,,Female,,,,,1.2,H,H,H
796,3DD.003DA28869,Hat. Summer Steelhead,32H,Mark,570,,AD FE RF,,9/21/2020 12:18,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 12:18,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,145-1,,,,,Female,,,,,1.1,H,H,H
797,3DD.003DA28871,Hat. Summer Steelhead,32H,Mark,550,,AD FE RF,,9/21/2020 13:22,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 13:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,145-2,,,,,Female,,,,,1.1,H,H,H
798,3DD.003DA28867,Hat. Summer Steelhead,32H,Mark,720,,AI FE RF,,9/21/2020 13:29,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 13:29,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,145-3,,,,,Female,,,,,1.2,H,H,H
799,3DD.003DA28864,Wild Summer Steelhead,32W,Mark,690,,AI FE RF,,9/21/2020 13:55,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 13:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,145-4,,,,,Female,,,,,W1.1S,W,W,W
800,3DD.003DA288A3,Hat. Summer Steelhead,32H,Mark,610,,AD FE RF,,9/21/2020 13:55,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 13:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,145-5,,,,,Female,,,,,1.1,H,H,H
801,3DD.003DA28898,Wild Summer Steelhead,32W,Mark,680,,AI FE RF,,9/21/2020 13:59,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 13:59,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,145-6,,,,,Female,,,,,2.2,W,W,W
802,3DD.003DA2889E,Wild Summer Steelhead,32W,Mark,730,,AI FE RF,,9/21/2020 14:22,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/21/2020 14:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,146-1,,,,,Female,,,,,2.2,W,W,W
803,3DD.0077B9A8FB,Hat. Summer Steelhead,32H,Recapture,730,,AI FE RE RF,This is a recap!!!!,9/23/2020 7:01,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 7:01,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,147-1,,,,,Female,,,,,1.2,H,H,H
804,3DD.003DA28853,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,9/23/2020 7:52,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 7:52,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,147-2,,,,,Female,,,,,1.2,H,H,H
805,3DD.003DA2888E,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,9/23/2020 7:58,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 7:58,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,147-3,,,,,Female,,,,,1.2,H,H,H
806,3DD.003BE6803B,Hat. Summer Steelhead,32H,Recapture,640,,AD MA RE RF,This is a recap!!!!,9/23/2020 8:00,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 8:00,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,147-4,,,,,Male,,,,,1.2,H,H,H
807,3DD.003DA28856,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,,9/23/2020 8:30,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 8:30,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,147-5,,,,,Female,,,,,1.2,H,H,H
808,3DD.003DA2889F,Hat. Summer Steelhead,32H,Mark,700,,AD CW FE RF,,9/23/2020 9:22,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 9:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,147-6,,,,,Female,,,,,1.2,H,H,H
809,3DD.003DA2884C,Wild Summer Steelhead,32W,Mark,770,,AI FE RF,,9/23/2020 9:56,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 9:56,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,148-1,,,,,Female,,,,,R.2,,W,W
810,3DD.003DA28863,Wild Summer Steelhead,32W,Mark,720,,AI FE RF,,9/23/2020 10:06,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 10:06,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,148-2,,,,,Female,,,,,W1.2,W,W,W
811,3DD.003DA28845,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,,9/23/2020 10:15,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 10:15,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,148-3,,,,,Female,,,,,1.2,H,H,H
812,3DD.003DA288A5,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,,9/23/2020 10:33,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 10:33,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,148-4,,,,,Female,,,,,1.2,H,H,H
813,3DD.003DA2887B,Hat. Summer Steelhead,32H,Mark,620,,AI CW FE RF,GN,9/23/2020 11:07,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 11:07,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,148-5,,,,,Female,,,,,1.2,H,H,H
814,3DD.003DA288A7,Hat. Summer Steelhead,32H,Mark,640,,AD FE RF,,9/23/2020 11:16,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 11:16,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,148-6,,,,,Female,,,,,1.2,H,H,H
815,3DD.0077AAA7B2,Wild Summer Steelhead,32W,Recapture,740,,AI FE RE RF,This is a recap!!!!,9/23/2020 11:23,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 11:23,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,149-1,,,,,Female,,,,,2.2,W,W,W
816,3DD.003DA2889D,Wild Summer Steelhead,32W,Mark,710,,AI FE RF,,9/23/2020 11:26,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 11:26,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,149-2,,,,,Female,,,,,2.2,W,W,W
817,3DD.003DA2888A,Wild Summer Steelhead,32W,Mark,640,,AI MA RF,,9/23/2020 11:47,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 11:47,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,149-3,,,,,Male,,,,,2.2,W,W,W
818,3DD.003DA28874,Hat. Summer Steelhead,32H,Mark,730,,AI FE RF,,9/23/2020 12:11,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 12:11,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,149-4,,,,,Female,,,,,1.2,H,H,H
819,3DD.003DA28884,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,SS,9/23/2020 12:21,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 12:21,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,149-5,,,,,Female,,,,,1.2,H,H,H
820,3DD.003DA2886A,Hat. Summer Steelhead,32H,Mark,780,,AI MA RF,SS,9/23/2020 12:24,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 12:24,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,149-6,,,,,Male,,,,,1.2,H,H,H
821,3DD.003DA2886F,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,,9/23/2020 12:35,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 12:35,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,150-1,,,,,Female,,,,,1.2,H,H,H
822,3DD.003DA2884D,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,,9/23/2020 12:59,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 12:59,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,150-2,,,,,Female,,,,,1.2,H,H,H
823,3DD.003DA288A8,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,,9/23/2020 13:31,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 13:31,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,150-3,,,,,Female,,,,,1.2,H,H,H
824,3DD.003DA288A1,Wild Summer Steelhead,32W,Mark,700,,AI FE RF,,9/23/2020 14:17,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 14:17,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,150-4,,,,,Female,,,,,2.2,W,W,W
825,3DD.003DA2887C,Hat. Summer Steelhead,32H,Mark,730,,AI CW MA RF,,9/23/2020 14:26,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/23/2020 14:26,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,150-5,,,,,Male,,,,,1.2,H,H,H
826,3DD.003DA28865,Hat. Summer Steelhead,32H,Mark,740,,AD FE RF,,9/24/2020 6:46,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/24/2020 6:46,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,151-1,,,,,Female,,,,,1.2,H,H,H
827,3DD.003DA288A2,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,,9/24/2020 7:03,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/24/2020 7:03,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,151-2,,,,,Female,,,,,1.2,H,H,H
828,3DD.003DA2886C,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,,9/24/2020 7:33,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/24/2020 7:33,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,151-3,,,,,Female,,,,,1.2,H,H,H
829,3DD.003DA28861,Hat. Summer Steelhead,32H,Mark,800,,AD MA RF,,9/24/2020 7:40,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/24/2020 7:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,151-4,,,,,Male,,,,,1.2,H,H,H
830,3DD.003DA28886,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,,9/24/2020 8:12,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/24/2020 8:12,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,151-5,,,,,Female,,,,,1.2,H,H,H
831,3DD.003DA2887E,Wild Summer Steelhead,32W,Mark,750,,AI MA RF,,9/24/2020 8:43,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/24/2020 8:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,151-6,,,,,Male,,,,,2.2,W,W,W
832,3DD.003DA2884A,Hat. Summer Steelhead,32H,Mark,770,,AI CW FE RF,,9/24/2020 9:26,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/24/2020 9:26,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,152-1,,,,,Female,,,,,1.2S,H,H,H
833,3DD.003DA28847,Hat. Summer Steelhead,32H,Mark,780,,AD FE RF,,9/24/2020 9:28,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/24/2020 9:28,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,152-2,,,,,Female,,,,,1.2,H,H,H
834,3DD.003DA28893,Hat. Summer Steelhead,32H,Mark,790,,AD MA RF,,9/24/2020 9:52,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/24/2020 9:52,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,152-3,,,,,Male,,,,,1.2,H,H,H
835,3DD.003DA2889C,Hat. Summer Steelhead,32H,Mark,660,,AD MA RF,,9/28/2020 6:57,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/28/2020 6:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,153-1,,,,,Male,,,,,1.2,H,H,H
836,3DD.003DA28887,Hat. Summer Steelhead,32H,Mark,650,,AD FE RF,,9/28/2020 7:27,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/28/2020 7:27,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,153-2,,,,,Female,,,,,1.2,H,H,H
837,3DD.003DA28875,Hat. Summer Steelhead,32H,Mark,700,,AI CW FE RF,,9/28/2020 7:56,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/28/2020 7:56,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,153-3,,,,,Female,,,,,1.2,H,H,H
838,3DD.003DA28883,Hat. Summer Steelhead,32H,Mark,660,,AD MA RF,,9/28/2020 8:19,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/28/2020 8:19,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,153-4,,,,,Male,,,,,1.2,H,H,H
839,3DD.003DA28888,Hat. Summer Steelhead,32H,Mark,820,,AD FE RF,,9/28/2020 8:31,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/28/2020 8:31,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,153-5,,,,,Female,,,,,1.2,H,H,H
840,3DD.003DA28849,Wild Summer Steelhead,32W,Mark,730,,AI FE RF,,9/28/2020 9:10,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/28/2020 9:10,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,153-6,,,,,Female,,,,,2.2,W,W,W
841,3DD.003DA28882,Hat. Summer Steelhead,32H,Mark,720,,AD FE RF,,9/28/2020 10:26,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/28/2020 10:26,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,154-1,,,,,Female,,,,,1.2,H,H,H
842,3DD.003C0A4263,Hat. Summer Steelhead,32H,Recapture,640,,AI CW FE RE RF,This is a recap!!!!,9/28/2020 10:41,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/28/2020 10:41,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,154-2,,,,,Female,,,,,1.2,H,H,H
843,3DD.003DA28868,Hat. Summer Steelhead,32H,Mark,830,,AD FE RF,,9/28/2020 10:49,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/28/2020 10:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,154-3,,,,,Female,,,,,1.2,H,H,H
