brood_year,year,tag_code,tag_other,species,trap_date,sex,origin,fork_length,age,final_age,ad_clip,cwt
BY15,2015,3DD.0077552F7D,NA,ST,2014-09-19T00:00:00Z,M,W,81,2.2,5,NA,NA
BY15,2015,3DD.0077552F8D,NA,ST,2014-09-19T00:00:00Z,F,H,55,1.1,3,AD,SN
BY15,2015,3DD.0077552F8F,NA,ST,2014-10-06T00:00:00Z,M,W,78,2.2,5,NA,NA
BY15,2015,3DD.0077552F98,NA,ST,2014-07-30T00:00:00Z,F,H,69,1.2,4,AD,SN
BY15,2015,3DD.0077552F9A,NA,ST,2014-08-27T00:00:00Z,M,H,55,1.1,3,AD,NA
BY15,2015,3DD.0077552F9D,NA,ST,2014-10-20T00:00:00Z,F,H,67,1.2,4,AD,NA
BY15,2015,3DD.0077552F9F,NA,ST,2014-09-10T00:00:00Z,F,H,59,1.1,3,NA,SN
BY15,2015,3DD.0077552FBA,NA,ST,2014-09-26T00:00:00Z,M,H,70,1.2,4,AD,NA
BY15,2015,3DD.0077552FEC,NA,ST,2014-08-08T00:00:00Z,F,W,72,2.2,5,NA,NA
BY15,2015,3DD.007755304A,NA,ST,2014-09-22T00:00:00Z,F,W,70,2.2,5,NA,NA
BY15,2015,3DD.007755306F,NA,ST,2014-09-16T00:00:00Z,F,H,68,1.2,4,AD,NA
BY15,2015,3DD.0077553073,NA,ST,2014-09-08T00:00:00Z,F,H,75,1.2,4,NA,SN
BY15,2015,3DD.0077553076,NA,ST,2014-08-06T00:00:00Z,F,W,60,3.1,5,NA,NA
BY15,2015,3DD.007755307A,NA,ST,2014-10-10T00:00:00Z,F,H,77,1.2,4,AD,NA
BY15,2015,3DD.007755307B,NA,ST,2014-10-15T00:00:00Z,M,H,68,1.2,4,AD,NA
BY15,2015,3DD.0077553083,NA,ST,2014-09-12T00:00:00Z,F,H,67,1.2,4,AD,NA
BY15,2015,3DD.0077553084,NA,ST,2014-09-15T00:00:00Z,F,H,71,1.2,4,NA,NA
BY15,2015,3DD.0077553086,NA,ST,2014-09-24T00:00:00Z,F,W,59,2.1,4,NA,NA
BY15,2015,3DD.007755308D,NA,ST,2014-08-27T00:00:00Z,F,H,67,1.2,4,AD,SN
BY15,2015,3DD.007755308E,NA,ST,2014-08-01T00:00:00Z,M,W,74,2.2,5,NA,NA
BY15,2015,3DD.0077553093,NA,ST,2014-09-08T00:00:00Z,F,H,65,1.2,4,AD,SN
BY15,2015,3DD.00775530A5,NA,ST,2014-09-15T00:00:00Z,M,H,79,1.2,4,AD,NA
BY15,2015,3DD.00775530B6,NA,ST,2014-08-13T00:00:00Z,M,H,58,1.1,3,AD,SN
BY15,2015,3DD.00775530C0,NA,ST,2014-09-08T00:00:00Z,F,W,72,3.2,6,NA,NA
BY15,2015,3DD.00775530C7,NA,ST,2014-08-08T00:00:00Z,M,H,53,1.1,3,AD,SN
BY15,2015,3DD.00775530DD,NA,ST,2014-09-03T00:00:00Z,F,H,69,1.2,4,AD,SN
BY15,2015,3DD.00775530E8,NA,ST,2014-08-01T00:00:00Z,M,H,66,1.2,4,AD,NA
BY15,2015,3DD.00775530FA,NA,ST,2014-08-11T00:00:00Z,F,W,70,R.2,NA,NA,NA
BY15,2015,3DD.0077553109,NA,ST,2014-09-26T00:00:00Z,F,W,74,2.2,5,NA,NA
BY15,2015,3DD.007755310A,NA,ST,2014-10-01T00:00:00Z,M,H,69,1.2,4,AD,NA
BY15,2015,3DD.0077553167,NA,ST,2014-09-12T00:00:00Z,F,H,69,1.2,4,AD,NA
BY15,2015,3DD.00775531F3,NA,ST,2014-09-05T00:00:00Z,M,H,50,1.1,3,AD,NA
BY15,2015,3DD.00775531F8,NA,ST,2014-08-01T00:00:00Z,F,H,70,2.2,5,AD,NA
BY15,2015,3DD.0077553214,NA,ST,2014-08-04T00:00:00Z,F,H,62,1.2,4,AD,NA
BY15,2015,3DD.007755323F,NA,ST,2014-07-23T00:00:00Z,F,W,70,3.2,6,NA,NA
BY15,2015,3DD.0077553250,NA,ST,2014-10-06T00:00:00Z,F,W,71,1.2,4,NA,NA
BY15,2015,3DD.0077553264,NA,ST,2014-10-08T00:00:00Z,M,H,57,1.1,3,AD,SN
BY15,2015,3DD.0077553271,NA,ST,2014-09-19T00:00:00Z,F,H,73,1.2,4,NA,NA
BY15,2015,3DD.0077553286,NA,ST,2014-08-22T00:00:00Z,M,H,58,1.1,3,NA,SN
BY15,2015,3DD.007755329C,NA,ST,2014-08-13T00:00:00Z,M,W,60,2.2,5,NA,NA
BY15,2015,3DD.00775532A4,NA,ST,2014-08-22T00:00:00Z,F,H,72,1.2,4,AD,NA
BY15,2015,3DD.00775532A7,NA,ST,2014-08-18T00:00:00Z,F,H,69,1.2,4,AD,NA
BY15,2015,3DD.00775532AC,NA,ST,2014-08-20T00:00:00Z,M,W,56,2.1,4,NA,NA
BY15,2015,3DD.0077553310,NA,ST,2014-08-18T00:00:00Z,F,W,70,2.2,5,NA,NA
BY15,2015,3DD.007755331F,NA,ST,2014-09-12T00:00:00Z,F,H,73,1.2,4,AD,NA
BY15,2015,3DD.007755332B,NA,ST,2014-09-10T00:00:00Z,F,H,64,1.2,4,NA,SN
BY15,2015,3DD.007755332D,NA,ST,2014-10-27T00:00:00Z,F,H,60,1.2,4,AD,SN
BY15,2015,3DD.007755336F,NA,ST,2014-09-24T00:00:00Z,M,H,56,1.1,3,AD,NA
BY15,2015,3DD.007755337B,NA,ST,2014-08-18T00:00:00Z,M,H,54,1.1,3,NA,SN
BY15,2015,3DD.0077553382,NA,ST,2014-08-13T00:00:00Z,M,H,53,1.1,3,AD,NA
BY15,2015,3DD.0077553394,NA,ST,2014-09-08T00:00:00Z,F,H,67,1.2,4,AD,NA
BY15,2015,3DD.0077553396,NA,ST,2014-08-22T00:00:00Z,F,W,56,2.1,4,NA,NA
BY15,2015,3DD.00775533A8,NA,ST,2014-09-15T00:00:00Z,F,H,72,1.2,4,AD,NA
BY15,2015,3DD.00775533B3,NA,ST,2014-08-20T00:00:00Z,M,H,66,1.2S,5,NA,SN
BY15,2015,3DD.00775533B8,NA,ST,2014-10-03T00:00:00Z,M,H,55,1.1,3,AD,SN
BY15,2015,3DD.00775533B9,NA,ST,2014-08-04T00:00:00Z,F,H,66,1.2,4,AD,NA
BY15,2015,3DD.00775533C2,NA,ST,2014-08-11T00:00:00Z,F,H,70,1.2,4,AD,NA
BY15,2015,3DD.00775533E7,NA,ST,2014-10-17T00:00:00Z,F,H,72,1.2,4,AD,NA
BY15,2015,3DD.00775533F9,NA,ST,2014-09-22T00:00:00Z,M,H,55,R.1,NA,AD,SN
BY15,2015,3DD.00775533FD,NA,ST,2014-09-19T00:00:00Z,F,H,61,1.2,4,AD,SN
BY15,2015,3DD.0077553400,NA,ST,2014-09-16T00:00:00Z,F,W,77,2.2,5,NA,NA
BY15,2015,3DD.0077553405,NA,ST,2014-09-02T00:00:00Z,F,W,76,3.2,6,NA,NA
BY15,2015,3DD.0077553407,NA,ST,2014-08-29T00:00:00Z,M,H,55,1.1,3,AD,NA
BY15,2015,3DD.007755340B,NA,ST,2014-09-15T00:00:00Z,F,H,58,1.1,3,AD,NA
BY15,2015,3DD.0077553413,NA,ST,2014-10-31T00:00:00Z,F,W,65,2.2,5,NA,NA
BY15,2015,3DD.0077553415,NA,ST,2014-08-15T00:00:00Z,M,H,59,1.1,3,AD,SN
BY15,2015,3DD.0077553416,NA,ST,2014-09-02T00:00:00Z,F,H,71,1.2,4,AD,NA
BY15,2015,3DD.0077553419,NA,ST,2014-08-08T00:00:00Z,F,H,73,1.2,4,AD,NA
BY15,2015,3DD.007755343B,NA,ST,2014-10-01T00:00:00Z,F,W,55,R.1,NA,NA,NA
BY15,2015,3DD.0077553734,NA,ST,2014-10-01T00:00:00Z,F,H,53,1.1,3,AD,NA
BY15,2015,3DD.0077553738,NA,ST,2014-09-02T00:00:00Z,F,H,69,1.2,4,AD,NA
BY15,2015,3DD.0077553739,NA,ST,2014-09-19T00:00:00Z,F,H,69,1.2,4,AD,NA
BY15,2015,3DD.0077553746,NA,ST,2014-09-12T00:00:00Z,M,W,53,3.1,5,NA,NA
BY15,2015,3DD.007755374D,NA,ST,2014-08-29T00:00:00Z,M,H,55,1.1,3,AD,NA
BY15,2015,3DD.007755375A,NA,ST,2014-10-10T00:00:00Z,M,W,79,3.2,6,NA,NA
BY15,2015,3DD.007755375C,NA,ST,2014-09-10T00:00:00Z,F,H,70,1.2,4,NA,NA
BY15,2015,3DD.0077553768,NA,ST,2014-09-08T00:00:00Z,M,W,60,2.1,4,NA,NA
BY15,2015,3DD.007755376B,NA,ST,2014-09-10T00:00:00Z,F,W,70,1.2,4,NA,NA
BY15,2015,3DD.0077553788,NA,ST,2014-09-26T00:00:00Z,F,H,58,1.1,3,AD,NA
BY15,2015,3DD.00775537B0,NA,ST,2014-08-13T00:00:00Z,F,W,64,2.2,5,NA,NA
BY15,2015,3DD.00775537BF,NA,ST,2014-08-29T00:00:00Z,F,H,67,1.2,4,NA,NA
BY15,2015,3DD.00775537D2,NA,ST,2014-08-18T00:00:00Z,F,H,65,1.2,4,AD,NA
BY15,2015,3DD.00775537DD,NA,ST,2014-09-02T00:00:00Z,M,H,54,1.1,3,NA,NA
BY15,2015,3DD.00775537E1,NA,ST,2014-09-05T00:00:00Z,F,H,69,1.2,4,NA,NA
BY15,2015,3DD.00775537F1,NA,ST,2014-10-03T00:00:00Z,F,H,64,1.2,4,AD,NA
BY15,2015,3DD.00775537F6,NA,ST,2014-09-05T00:00:00Z,F,H,70,1.2,4,AD,NA
BY15,2015,3DD.00775537F7,NA,ST,2014-08-25T00:00:00Z,M,H,61,1.1,3,AD,NA
BY15,2015,3DD.00775537F9,NA,ST,2014-08-20T00:00:00Z,M,H,72,1.2,4,AD,SN
BY15,2015,3DD.007755383A,NA,ST,2014-09-16T00:00:00Z,F,W,68,1.2,4,NA,NA
BY15,2015,3DD.0077553840,NA,ST,2014-09-24T00:00:00Z,M,W,84,2.2,5,NA,NA
BY15,2015,3DD.0077553850,NA,ST,2014-10-01T00:00:00Z,F,H,61,1.2,4,AD,NA
BY15,2015,3DD.007755386D,NA,ST,2014-09-22T00:00:00Z,F,H,72,1.2,4,AD,NA
BY15,2015,3DD.0077553872,NA,ST,2014-08-06T00:00:00Z,F,W,69,2.2,5,NA,NA
BY15,2015,3DD.007755388C,NA,ST,2014-08-15T00:00:00Z,M,H,59,1.1,3,AD,NA
BY15,2015,3DD.00775538CC,NA,ST,2014-09-12T00:00:00Z,F,H,74,1.2,4,AD,NA
BY15,2015,3DD.00775538D5,NA,ST,2014-09-19T00:00:00Z,M,H,60,1.1,3,AD,NA
BY15,2015,3DD.00775538DC,NA,ST,2014-10-13T00:00:00Z,F,W,82,2.2,5,NA,NA
BY15,2015,3DD.00775538DE,NA,ST,2014-09-19T00:00:00Z,M,H,76,1.2,4,AD,NA
BY15,2015,3DD.00775538E0,NA,ST,2014-09-22T00:00:00Z,F,H,67,1.2,4,AD,NA
BY15,2015,3DD.00775538E5,NA,ST,2014-08-08T00:00:00Z,F,H,52,1.1,3,AD,NA
BY15,2015,3DD.00775538F1,NA,ST,2014-09-16T00:00:00Z,M,H,59,1.1,3,AD,NA
BY15,2015,3DD.00775538F8,NA,ST,2014-08-11T00:00:00Z,F,H,71,1.2,4,AD,NA
BY15,2015,3DD.007755390A,NA,ST,2014-09-12T00:00:00Z,F,H,56,1.1,3,NA,SN
BY15,2015,3DD.007755390E,NA,ST,2014-09-22T00:00:00Z,M,H,76,1.2,4,AD,SN
BY15,2015,3DD.0077553916,NA,ST,2014-08-18T00:00:00Z,F,H,71,1.2,4,AD,SN
BY15,2015,3DD.0077553917,NA,ST,2014-09-12T00:00:00Z,F,H,74,1.2,4,AD,NA
BY15,2015,3DD.0077553926,NA,ST,2014-08-11T00:00:00Z,F,W,78,R.2,NA,NA,NA
BY15,2015,3DD.007755392B,NA,ST,2014-09-29T00:00:00Z,F,H,63,1.2,4,AD,SN
BY15,2015,3DD.0077553932,NA,ST,2014-08-08T00:00:00Z,M,W,54,R.1,NA,NA,NA
BY15,2015,3DD.0077553934,NA,ST,2014-08-18T00:00:00Z,F,H,65,1.2,4,NA,NA
BY15,2015,3DD.0077553939,NA,ST,2014-09-19T00:00:00Z,M,H,54,1.1,3,AD,NA
BY15,2015,3DD.007755395D,NA,ST,2014-10-01T00:00:00Z,M,H,61,1.2,4,AD,NA
BY15,2015,3DD.007755395F,NA,ST,2014-09-22T00:00:00Z,F,W,74,1.2,4,NA,NA
BY15,2015,3DD.0077553964,NA,ST,2014-08-08T00:00:00Z,F,W,61,2.2,5,NA,NA
BY15,2015,3DD.0077553967,NA,ST,2014-09-12T00:00:00Z,F,H,60,1.2,4,AD,SN
BY15,2015,3DD.0077553969,NA,ST,2014-09-19T00:00:00Z,M,H,56,1.1,3,AD,SN
BY15,2015,3DD.00775539A3,NA,ST,2014-07-30T00:00:00Z,F,H,67,1.2,4,AD,NA
BY15,2015,3DD.00775539F9,NA,ST,2014-09-22T00:00:00Z,M,H,57,1.1,3,NA,SN
BY15,2015,3DD.0077553A51,NA,ST,2014-09-26T00:00:00Z,M,H,55,1.1,3,AD,NA
BY15,2015,3DD.0077553A6B,NA,ST,2014-08-06T00:00:00Z,M,H,72,1.2,4,AD,NA
BY15,2015,3DD.0077553A6D,NA,ST,2014-08-01T00:00:00Z,F,W,64,2.2,5,NA,NA
BY15,2015,3DD.0077553A6F,NA,ST,2014-10-03T00:00:00Z,F,H,68,1.2,4,AD,NA
BY15,2015,3DD.0077553A75,NA,ST,2014-10-03T00:00:00Z,F,W,74,2.2,5,NA,NA
BY15,2015,3DD.0077553A87,NA,ST,2014-08-08T00:00:00Z,F,W,62,2.2,5,NA,NA
BY15,2015,3DD.0077553A8B,NA,ST,2014-09-29T00:00:00Z,M,H,72,1.2,4,NA,NA
BY15,2015,3DD.0077553A8C,NA,ST,2014-08-04T00:00:00Z,F,W,57,3.1,5,NA,NA
BY15,2015,3DD.0077553A99,NA,ST,2014-09-02T00:00:00Z,F,H,71,1.2,4,NA,NA
BY15,2015,3DD.0077553A9B,NA,ST,2014-09-22T00:00:00Z,F,W,55,2.1,4,NA,NA
BY15,2015,3DD.0077553A9D,NA,ST,2014-08-08T00:00:00Z,M,W,56,R.1,NA,NA,NA
BY15,2015,3DD.0077553AB9,NA,ST,2014-09-22T00:00:00Z,M,H,80,1.2,4,AD,SN
BY15,2015,3DD.0077553ABB,NA,ST,2014-08-04T00:00:00Z,F,H,57,1.1,3,AD,NA
BY15,2015,3DD.0077553AC9,NA,ST,2014-09-15T00:00:00Z,F,W,72,2.2,5,NA,NA
BY15,2015,3DD.0077553AD9,NA,ST,2014-08-06T00:00:00Z,F,W,67,3.2,6,NA,NA
BY15,2015,3DD.0077553ADA,NA,ST,2014-09-12T00:00:00Z,F,H,72,1.2,4,NA,SN
BY15,2015,3DD.0077553AE7,NA,ST,2014-07-23T00:00:00Z,M,W,73,2.2,5,NA,NA
BY15,2015,3DD.0077553AF1,NA,ST,2014-09-03T00:00:00Z,F,H,72,1.2,4,AD,NA
BY15,2015,3DD.0077553AFB,NA,ST,2014-09-24T00:00:00Z,F,H,56,1.1,3,NA,SN
BY15,2015,3DD.0077553B02,NA,ST,2014-09-19T00:00:00Z,M,W,56,2.1,4,NA,NA
BY15,2015,3DD.0077553B24,NA,ST,2014-10-01T00:00:00Z,F,H,77,1.2,4,AD,NA
BY15,2015,3DD.0077553B3E,NA,ST,2014-08-27T00:00:00Z,F,H,64,1.2,4,AD,NA
BY15,2015,3DD.0077553B8F,NA,ST,2014-07-21T00:00:00Z,F,W,68,2.2,5,NA,NA
BY15,2015,3DD.0077553BAF,NA,ST,2014-10-10T00:00:00Z,M,H,59,1.1,3,AD,NA
BY15,2015,3DD.0077553BB4,NA,ST,2014-10-08T00:00:00Z,F,H,78,1.2,4,AD,NA
BY15,2015,3DD.0077553BC6,NA,ST,2014-09-15T00:00:00Z,M,H,59,R.1,NA,NA,NA
BY15,2015,3DD.0077553BCD,NA,ST,2014-09-29T00:00:00Z,F,H,66,1.2,4,AD,SN
BY15,2015,3DD.0077553BCF,NA,ST,2014-09-15T00:00:00Z,M,H,67,1.2,4,AD,NA
BY15,2015,3DD.0077553BD3,NA,ST,2014-08-20T00:00:00Z,F,W,64,2.2,5,NA,NA
BY15,2015,3DD.0077553BD4,NA,ST,2014-08-11T00:00:00Z,M,W,73,2.2,5,NA,NA
BY15,2015,3DD.0077553BE6,NA,ST,2014-08-15T00:00:00Z,F,W,72,2.2,5,NA,NA
BY15,2015,3DD.0077553BF1,NA,ST,2014-08-11T00:00:00Z,F,H,68,1.2,4,AD,NA
BY15,2015,3DD.0077553BF7,NA,ST,2014-08-20T00:00:00Z,F,H,54,1.1,3,AD,NA
BY15,2015,3DD.0077553C0E,NA,ST,2014-10-08T00:00:00Z,F,H,52,1.1,3,AD,NA
BY15,2015,3DD.0077553C12,NA,ST,2014-08-18T00:00:00Z,M,W,58,2.1,4,NA,NA
BY15,2015,3DD.0077553C1B,NA,ST,2014-08-29T00:00:00Z,M,H,57,1.1,3,AD,NA
BY15,2015,3DD.0077553C30,NA,ST,2014-08-01T00:00:00Z,F,W,75,2.2,5,NA,NA
BY15,2015,3DD.0077553C32,NA,ST,2014-07-30T00:00:00Z,M,H,72,1.2,4,AD,NA
BY15,2015,3DD.0077553C40,NA,ST,2014-09-15T00:00:00Z,F,H,72,1.2,4,AD,SN
BY15,2015,3DD.0077553C43,NA,ST,2014-09-08T00:00:00Z,F,H,67,1.2,4,AD,NA
BY15,2015,3DD.0077553C45,NA,ST,2014-08-04T00:00:00Z,F,H,69,1.2,4,AD,NA
BY15,2015,3DD.0077553C48,NA,ST,2014-09-12T00:00:00Z,F,W,61,R.1,NA,NA,NA
BY15,2015,3DD.0077553C61,NA,ST,2014-09-29T00:00:00Z,F,W,74,R.2,NA,NA,NA
BY15,2015,3DD.0077553C72,NA,ST,2014-08-20T00:00:00Z,F,H,65,1.2,4,AD,SN
BY15,2015,3DD.0077553C7B,NA,ST,2014-07-21T00:00:00Z,M,H,74,1.2,4,AD,NA
BY15,2015,3DD.0077553C89,NA,ST,2014-08-18T00:00:00Z,F,W,60,1.2,4,NA,NA
BY15,2015,3DD.0077553C8C,NA,ST,2014-09-22T00:00:00Z,F,H,63,1.2,4,AD,NA
BY15,2015,3DD.0077553C90,NA,ST,2014-09-15T00:00:00Z,F,H,68,1.2,4,AD,SN
BY15,2015,3DD.0077553C94,NA,ST,2014-10-03T00:00:00Z,F,W,50,1.1,3,NA,NA
BY15,2015,3DD.0077553C96,NA,ST,2014-10-10T00:00:00Z,M,H,59,1.1,3,AD,NA
BY15,2015,3DD.0077553CA0,NA,ST,2014-08-18T00:00:00Z,F,H,61,1.1,3,AD,NA
BY15,2015,3DD.0077553CA3,NA,ST,2014-09-16T00:00:00Z,F,W,73,2.2,5,NA,NA
BY15,2015,3DD.0077553CA7,NA,ST,2014-08-11T00:00:00Z,F,W,58,2.1,4,NA,NA
BY15,2015,3DD.0077553CA8,NA,ST,2014-09-08T00:00:00Z,F,H,71,1.2,4,AD,NA
BY15,2015,3DD.0077553CAD,NA,ST,2014-09-19T00:00:00Z,F,H,64,1.2,4,AD,NA
BY15,2015,3DD.0077553CAF,NA,ST,2014-09-16T00:00:00Z,M,W,60,2.1,4,NA,NA
BY15,2015,3DD.0077553CB0,NA,ST,2014-08-22T00:00:00Z,F,H,73,R.2,NA,NA,NA
BY15,2015,3DD.0077553CBB,NA,ST,2014-10-01T00:00:00Z,F,H,71,1.2,4,AD,SN
BY15,2015,3DD.0077553CC6,NA,ST,2014-10-08T00:00:00Z,F,H,80,1.2,4,AD,NA
BY15,2015,3DD.0077553CF3,NA,ST,2014-09-26T00:00:00Z,M,H,50,1.1,3,AD,NA
BY15,2015,3DD.0077553CF4,NA,ST,2014-08-29T00:00:00Z,M,H,55,1.1,3,AD,SN
BY15,2015,3DD.0077553D03,NA,ST,2014-08-08T00:00:00Z,M,W,70,2.2,5,NA,NA
BY15,2015,3DD.0077553D07,NA,ST,2014-10-03T00:00:00Z,F,H,69,1.2,4,AD,NA
BY15,2015,3DD.0077553D1D,NA,ST,2014-08-25T00:00:00Z,F,W,58,2.1,4,NA,NA
BY15,2015,3DD.0077553D25,NA,ST,2014-09-03T00:00:00Z,F,H,67,1.2,4,NA,NA
BY15,2015,3DD.0077553D28,NA,ST,2014-10-29T00:00:00Z,M,H,56,1.1,3,AD,NA
BY15,2015,3DD.0077553D2C,NA,ST,2014-09-15T00:00:00Z,F,H,68,1.2,4,AD,NA
BY15,2015,3DD.0077553D30,NA,ST,2014-09-22T00:00:00Z,M,H,69,1.1,3,AD,SN
BY15,2015,3DD.0077553D33,NA,ST,2014-09-15T00:00:00Z,F,H,75,1.2,4,AD,NA
BY15,2015,3DD.0077553D34,NA,ST,2014-09-26T00:00:00Z,F,H,75,1.2,4,AD,NA
BY15,2015,3DD.0077553D38,NA,ST,2014-08-06T00:00:00Z,F,H,77,1.2,4,NA,NA
BY15,2015,3DD.0077553D46,NA,ST,2014-08-04T00:00:00Z,F,H,67,1.2,4,NA,NA
BY15,2015,3DD.0077553D54,NA,ST,2014-08-08T00:00:00Z,M,W,81,R.2,NA,NA,NA
BY15,2015,3DD.0077553D77,NA,ST,2014-08-08T00:00:00Z,F,W,53,2.1,4,NA,NA
BY15,2015,3DD.0077553D7A,NA,ST,2014-07-30T00:00:00Z,F,W,64,2.2,5,NA,NA
BY15,2015,3DD.0077553DA6,NA,ST,2014-10-06T00:00:00Z,F,H,73,1.2,4,AD,NA
BY15,2015,3DD.0077553DAB,NA,ST,2014-10-13T00:00:00Z,F,H,60,1.1,3,AD,NA
BY15,2015,3DD.0077553DAF,NA,ST,2014-09-08T00:00:00Z,F,W,68,2.2,5,NA,NA
BY15,2015,3DD.0077553DB2,NA,ST,2014-08-04T00:00:00Z,F,W,68,2.2,5,NA,NA
BY15,2015,3DD.0077553DB9,NA,ST,2014-09-29T00:00:00Z,F,H,80,1.2,4,AD,NA
BY15,2015,3DD.0077553DC1,NA,ST,2014-08-25T00:00:00Z,M,H,56,1.1,3,AD,SN
BY15,2015,3DD.0077553DCD,NA,ST,2014-09-15T00:00:00Z,F,H,53,1.1,3,AD,SN
BY15,2015,3DD.0077553DDC,NA,ST,2014-08-08T00:00:00Z,M,W,60,2.1,4,NA,NA
BY15,2015,3DD.0077553DE1,NA,ST,2014-08-08T00:00:00Z,M,H,78,1.2,4,AD,NA
BY15,2015,3DD.0077553DE9,NA,ST,2014-08-01T00:00:00Z,F,W,68,1.2,4,NA,NA
BY15,2015,3DD.0077553DED,NA,ST,2014-09-19T00:00:00Z,M,W,55,2.1,4,NA,NA
BY15,2015,3DD.0077553DFA,NA,ST,2014-09-22T00:00:00Z,M,H,51,1.1,3,AD,NA
BY15,2015,3DD.0077553DFB,NA,ST,2014-09-22T00:00:00Z,F,H,57,1.1,3,AD,NA
BY15,2015,3DD.0077553E08,NA,ST,2014-09-02T00:00:00Z,M,W,85,2.2,5,NA,NA
BY15,2015,3DD.0077553E09,NA,ST,2014-09-12T00:00:00Z,M,H,61,1.1,3,AD,NA
BY15,2015,3DD.0077553E2D,NA,ST,2014-09-12T00:00:00Z,F,H,70,1.2,4,AD,NA
BY15,2015,3DD.0077553E5D,NA,ST,2014-09-08T00:00:00Z,F,H,52,1.1,3,AD,NA
BY15,2015,3DD.0077553E7D,NA,ST,2014-07-23T00:00:00Z,M,W,55,2.1,4,NA,NA
BY15,2015,3DD.0077553E9C,NA,ST,2014-09-16T00:00:00Z,F,H,72,1.2,4,AD,NA
BY15,2015,3DD.0077553E9E,NA,ST,2014-09-29T00:00:00Z,M,H,54,1.1,3,AD,NA
BY15,2015,3DD.0077553EB2,NA,ST,2014-08-22T00:00:00Z,F,H,70,1.2,4,NA,SN
BY15,2015,3DD.0077553EC1,NA,ST,2014-10-06T00:00:00Z,M,H,52,1.1,3,AD,NA
BY15,2015,3DD.0077553EC3,NA,ST,2014-08-18T00:00:00Z,F,W,75,2.2,5,NA,NA
BY15,2015,3DD.0077553ED1,NA,ST,2014-08-29T00:00:00Z,F,H,66,1.2,4,AD,NA
BY15,2015,3DD.0077553ED2,NA,ST,2014-10-06T00:00:00Z,M,W,75,3.2,6,NA,NA
BY15,2015,3DD.0077553ED8,NA,ST,2014-09-08T00:00:00Z,M,H,56,1.1,3,AD,NA
BY15,2015,3DD.0077553EE9,NA,ST,2014-09-24T00:00:00Z,F,H,55,1.1,3,AD,NA
BY15,2015,3DD.0077553EEC,NA,ST,2014-09-03T00:00:00Z,M,H,53,1.1,3,AD,SN
BY15,2015,3DD.0077553EFF,NA,ST,2014-09-22T00:00:00Z,M,H,55,1.1,3,AD,NA
BY15,2015,3DD.0077553F00,NA,ST,2014-08-08T00:00:00Z,F,W,84,2.2,5,NA,NA
BY15,2015,3DD.0077553F29,NA,ST,2014-09-03T00:00:00Z,M,H,58,1.1,3,AD,SN
BY15,2015,3DD.0077553F36,NA,ST,2014-08-20T00:00:00Z,F,H,70,1.2,4,AD,NA
BY15,2015,3DD.0077553F37,NA,ST,2014-08-18T00:00:00Z,M,W,64,2.1,4,NA,NA
BY15,2015,3DD.0077553F45,NA,ST,2014-08-20T00:00:00Z,M,H,74,1.2,4,AD,NA
BY15,2015,3DD.0077553F47,NA,ST,2014-08-13T00:00:00Z,F,W,69,2.2,5,NA,NA
BY15,2015,3DD.0077553F49,NA,ST,2014-07-25T00:00:00Z,F,W,71,3.2,6,NA,NA
BY15,2015,3DD.0077553F62,NA,ST,2014-08-06T00:00:00Z,F,H,74,1.2,4,NA,NA
BY15,2015,3DD.0077553F69,NA,ST,2014-09-15T00:00:00Z,M,H,71,1.2,4,AD,SN
BY15,2015,3DD.0077553F6B,NA,ST,2014-09-22T00:00:00Z,F,H,58,1.1,3,AD,SN
BY15,2015,3DD.0077553FDF,NA,ST,2014-09-26T00:00:00Z,F,H,72,1.2,4,AD,NA
BY15,2015,3DD.0077553FF4,NA,ST,2014-09-02T00:00:00Z,M,W,62,3.1,5,NA,NA
BY15,2015,3DD.007755402F,NA,ST,2014-09-16T00:00:00Z,F,H,58,1.1,3,AD,NA
BY15,2015,3DD.0077554037,NA,ST,2014-09-15T00:00:00Z,M,H,69,1.2,4,AD,SN
BY15,2015,3DD.007755403B,NA,ST,2014-08-13T00:00:00Z,F,H,57,1.1,3,AD,SN
BY15,2015,3DD.0077554047,NA,ST,2014-09-19T00:00:00Z,M,H,56,1.1,3,AD,NA
BY15,2015,3DD.007755404E,NA,ST,2014-09-08T00:00:00Z,F,H,68,1.2,4,AD,NA
BY15,2015,3DD.0077554050,NA,ST,2014-09-02T00:00:00Z,M,W,74,2.2,5,NA,NA
BY15,2015,3DD.007755405E,NA,ST,2014-09-22T00:00:00Z,F,W,58,R.1,NA,NA,NA
BY15,2015,3DD.007755405F,NA,ST,2014-08-01T00:00:00Z,M,H,57,1.1,3,AD,NA
BY15,2015,3DD.007755406D,NA,ST,2014-08-08T00:00:00Z,M,H,70,1.2,4,AD,NA
BY15,2015,3DD.007755406F,NA,ST,2014-08-18T00:00:00Z,F,W,73,2.2,5,NA,NA
BY15,2015,3DD.007755407B,NA,ST,2014-09-16T00:00:00Z,M,H,79,1.2,4,AD,SN
BY15,2015,3DD.0077554092,NA,ST,2014-09-29T00:00:00Z,F,H,68,1.2,4,AD,NA
BY15,2015,3DD.00775540A8,NA,ST,2014-10-13T00:00:00Z,F,H,53,1.1,3,AD,NA
BY15,2015,3DD.00775540B6,NA,ST,2014-08-13T00:00:00Z,F,H,74,1.2,4,AD,SN
