brood_year,year,tag_code,tag_other,species,trap_date,sex,origin,fork_length,age,final_age,ad_clip,cwt
BY11,2011,3D9.1C2D8F6EA6,NA,ST,2010-07-06T00:00:00Z,F,H,75,1.2,4,AD,NA
BY11,2011,3D9.1C2D8F4343,NA,ST,2010-07-06T00:00:00Z,M,H,68,1.2,4,AD,NA
BY11,2011,3D9.1C2D8E088C,NA,ST,2010-07-06T00:00:00Z,M,H,74,1.2,4,AD,NA
BY11,2011,3D9.1C2D8DFF75,NA,ST,2010-07-06T00:00:00Z,F,H,69,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F4376,NA,ST,2010-07-06T00:00:00Z,F,H,72,1.2,4,AD,NA
BY11,2011,3D9.1C2D8F7A9D,NA,ST,2010-07-06T00:00:00Z,M,H,68,1.2,4,NA,SN
BY11,2011,3D9.1C2D8E01F8,NA,ST,2010-07-06T00:00:00Z,M,H,77,1.2,4,NA,NA
BY11,2011,3D9.1C2D8E6650,NA,ST,2010-07-06T00:00:00Z,F,H,77,1.2,4,AD,NA
BY11,2011,3D9.1C2D8F4369,NA,ST,2010-07-06T00:00:00Z,M,H,56,1.1,3,AD,NA
BY11,2011,3D9.1C2D8E6F4D,NA,ST,2010-07-06T00:00:00Z,F,H,71,1.2,4,AD,NA
BY11,2011,3D9.1C2D8F4AD4,NA,ST,2010-07-06T00:00:00Z,F,H,72,1.2,4,AD,NA
BY11,2011,3D9.1C2D8E3E0F,NA,ST,2010-07-06T00:00:00Z,F,H,69,1.2,4,AD,NA
BY11,2011,3D9.1C2D8D085C,NA,ST,2010-07-06T00:00:00Z,F,H,73,1.2,4,AD,NA
BY11,2011,3D9.1C2D8F434D,NA,ST,2010-07-06T00:00:00Z,F,H,77,1.2,4,AD,NA
BY11,2011,3D9.1C2D8F4204,NA,ST,2010-07-06T00:00:00Z,F,W,67,1.2,4,NA,NA
BY11,2011,3D9.1C2D8FB0FF,NA,ST,2010-07-06T00:00:00Z,M,W,75,2.2,5,NA,NA
BY11,2011,3D9.1C2D8DF56A,NA,ST,2010-07-06T00:00:00Z,F,W,68,2.2,5,NA,NA
BY11,2011,3D9.1C2D8E6398,NA,ST,2010-07-06T00:00:00Z,F,W,70,2.2,5,NA,NA
BY11,2011,3D9.1C2D8E2D64,NA,ST,2010-07-06T00:00:00Z,F,W,76,2.2,5,NA,NA
BY11,2011,3D9.1C2D8E696A,NA,ST,2010-07-06T00:00:00Z,F,W,70,2.2,5,NA,NA
BY11,2011,3D9.1C2D8F38C4,NA,ST,2010-07-06T00:00:00Z,M,W,76,2.2,5,NA,NA
BY11,2011,3D9.1C2D8F49D8,NA,ST,2010-07-06T00:00:00Z,M,W,73,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F599F,NA,ST,2010-07-08T00:00:00Z,F,H,71,1.2,4,AD,SN
BY11,2011,3D9.1C2D8F7A73,NA,ST,2010-07-08T00:00:00Z,F,H,75,1.2,4,AD,NA
BY11,2011,3D9.1C2D8E23CA,NA,ST,2010-07-08T00:00:00Z,M,H,67,R.2,NA,AD,NA
BY11,2011,3D9.1C2D8F43A8,NA,ST,2010-07-08T00:00:00Z,M,H,74,1.2,4,AD,SN
BY11,2011,3D9.1C2D8CFBDE,NA,ST,2010-07-08T00:00:00Z,F,H,64,1.2,4,AD,NA
BY11,2011,3D9.1C2D8F3301,NA,ST,2010-07-08T00:00:00Z,M,H,76,1.2,4,AD,NA
BY11,2011,3D9.1C2D8D1CB5,NA,ST,2010-07-08T00:00:00Z,F,H,76,1.2,4,AD,SN
BY11,2011,3D9.1C2D8F626F,NA,ST,2010-07-08T00:00:00Z,F,H,65,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F764B,NA,ST,2010-07-08T00:00:00Z,F,H,68,R.2,NA,AD,SN
BY11,2011,3D9.1C2D8F4237,NA,ST,2010-07-08T00:00:00Z,F,H,78,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F40D8,NA,ST,2010-07-08T00:00:00Z,M,H,80,1.2,4,AD,SN
BY11,2011,3D9.1C2D8E284A,NA,ST,2010-07-08T00:00:00Z,M,H,67,1.2,4,AD,SN
BY11,2011,3D9.1C2D8D39A2,NA,ST,2010-07-08T00:00:00Z,M,W,57,R.1,NA,NA,NA
BY11,2011,3D9.1C2D8CFC7A,NA,ST,2010-07-08T00:00:00Z,F,W,68,2.2,5,NA,NA
BY11,2011,3D9.1C2D8F7B35,NA,ST,2010-07-08T00:00:00Z,M,W,56,3.1,5,NA,NA
BY11,2011,3D9.1C2D8F4EFD,NA,ST,2010-07-08T00:00:00Z,F,W,66,2.2,5,NA,NA
BY11,2011,3D9.1C2D8FA38C,NA,ST,2010-07-08T00:00:00Z,F,W,74,2.2,5,NA,NA
BY11,2011,3D9.1C2D8CDFA4,NA,ST,2010-07-08T00:00:00Z,F,W,70,1.2,4,NA,NA
BY11,2011,3D9.1C2D3F2711,NA,ST,2010-07-08T00:00:00Z,M,W,75,2.2,5,NA,NA
BY11,2011,3D9.1BF26D8E86,NA,ST,2010-07-08T00:00:00Z,M,W,79,2.2,5,NA,NA
BY11,2011,3D9.1C2D8F409B,NA,ST,2010-07-08T00:00:00Z,F,W,73,2.2,5,NA,NA
BY11,2011,3D9.1C2D8FA866,NA,ST,2010-07-13T00:00:00Z,F,H,76,1.2,4,AD,NA
BY11,2011,3D9.1C2D8F5538,NA,ST,2010-07-13T00:00:00Z,M,H,52,1.1,3,AD,NA
BY11,2011,3D9.1C2D8CBE7F,NA,ST,2010-07-13T00:00:00Z,M,H,66,1.2,4,AD,SN
BY11,2011,3D9.1C2D8CEF79,NA,ST,2010-07-13T00:00:00Z,M,H,73,1.2,4,AD,NA
BY11,2011,3D9.1C2C506EF4,NA,ST,2010-07-13T00:00:00Z,F,H,66,1.2,4,AD,SN
BY11,2011,3D9.1C2D8F7A8B,NA,ST,2010-07-13T00:00:00Z,F,H,71,1.2,4,AD,SN
BY11,2011,3D9.1C2CE14ADB,NA,ST,2010-07-13T00:00:00Z,F,H,56,1.1,3,AD,NA
BY11,2011,3D9.1C2D8E637B,NA,ST,2010-07-13T00:00:00Z,F,H,72,1.2,4,AD,SN
BY11,2011,3D9.1C2D89BDAB,NA,ST,2010-07-13T00:00:00Z,M,H,72,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F433A,NA,ST,2010-07-13T00:00:00Z,F,H,74,1.2,4,AD,SN
BY11,2011,3D9.1C2D8CEF91,NA,ST,2010-07-13T00:00:00Z,F,H,71,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F7EC2,NA,ST,2010-07-13T00:00:00Z,M,H,69,1.2,4,AD,NA
BY11,2011,3D9.1C2D3F186C,NA,ST,2010-07-13T00:00:00Z,F,H,66,1.1,3,NA,SN
BY11,2011,3D9.1C2D8F624D,NA,ST,2010-07-13T00:00:00Z,F,H,71,1.2,4,AD,NA
BY11,2011,3D9.1C2D8E2220,NA,ST,2010-07-13T00:00:00Z,M,H,69,1.2,4,AD,NA
BY11,2011,3D9.1C2D8DF65E,NA,ST,2010-07-13T00:00:00Z,M,H,73,1.2,4,AD,SN
BY11,2011,3D9.1C2D8D409F,NA,ST,2010-07-13T00:00:00Z,F,H,78,1.2,4,AD,SN
BY11,2011,3D9.1C2D8E6F27,NA,ST,2010-07-13T00:00:00Z,F,H,67,NA,NA,AD,NA
BY11,2011,3D9.1C2D8E6F2C,NA,ST,2010-07-13T00:00:00Z,F,H,72,NA,NA,AD,NA
BY11,2011,3D9.1C2D8F5A1D,NA,ST,2010-07-13T00:00:00Z,F,H,68,1.2,4,AD,SN
BY11,2011,3D9.1C2D8F4A97,NA,ST,2010-07-13T00:00:00Z,F,H,69,R.2,NA,NA,NA
BY11,2011,3D9.1C2D8F4AE0,NA,ST,2010-07-13T00:00:00Z,M,H,53,1.1,3,AD,SN
BY11,2011,3D9.1C2D8D1F9A,NA,ST,2010-07-13T00:00:00Z,M,H,54,1.1,3,AD,SN
BY11,2011,3D9.1C2D8FB793,NA,ST,2010-07-13T00:00:00Z,F,H,71,1.2,4,AD,SN
BY11,2011,3D9.1C2D8CC328,NA,ST,2010-07-13T00:00:00Z,F,H,82,1.2,4,NA,NA
BY11,2011,3D9.1C2D8E666D,NA,ST,2010-07-13T00:00:00Z,F,W,71,2.2,5,NA,NA
BY11,2011,3D9.1C2D8D1BF5,NA,ST,2010-07-13T00:00:00Z,M,W,70,2.2,5,NA,NA
BY11,2011,3D9.1C2D8D302C,NA,ST,2010-07-13T00:00:00Z,F,W,47,2.1,4,NA,NA
BY11,2011,3D9.1C2D8E1A90,NA,ST,2010-07-13T00:00:00Z,F,W,76,2.2,5,NA,NA
BY11,2011,3D9.1C2D8E3AA9,NA,ST,2010-07-13T00:00:00Z,F,W,71,2.2,5,NA,NA
BY11,2011,3D9.1C2D8F37C9,NA,ST,2010-07-13T00:00:00Z,F,W,72,R.2,NA,NA,NA
BY11,2011,3D9.1C2D8E11B7,NA,ST,2010-07-13T00:00:00Z,M,W,57,2.1,4,NA,NA
BY11,2011,3D9.1C2D8B4F92,NA,ST,2010-07-13T00:00:00Z,F,W,73,2.2,5,NA,NA
BY11,2011,3D9.1C2C31B7ED,NA,ST,2010-07-13T00:00:00Z,F,W,73,2.2,5,NA,NA
BY11,2011,3D9.1BF26AF786,NA,ST,2010-07-13T00:00:00Z,M,W,75,R.2,NA,NA,NA
BY11,2011,3D9.1C2D8E266F,NA,ST,2010-07-13T00:00:00Z,F,W,73,1.2,4,NA,NA
BY11,2011,3D9.1C2D8E3DF0,NA,ST,2010-07-13T00:00:00Z,F,W,73,2.2,5,NA,NA
BY11,2011,3D9.1C2D8F6A6B,NA,ST,2010-07-15T00:00:00Z,F,H,72,1.2,4,AD,NA
BY11,2011,3D9.1C2D8F5659,NA,ST,2010-07-15T00:00:00Z,F,H,69,1.2,4,NA,NA
BY11,2011,3D9.1C2D8CF143,NA,ST,2010-07-15T00:00:00Z,F,H,70,1.2,4,AD,SN
BY11,2011,3D9.1C2D8E80B1,NA,ST,2010-07-15T00:00:00Z,F,H,70,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F66CE,NA,ST,2010-07-15T00:00:00Z,F,H,66,1.2,4,AD,SN
BY11,2011,3D9.1C2D8E15AC,NA,ST,2010-07-15T00:00:00Z,F,H,71,R.2,NA,AD,SN
BY11,2011,3D9.1C2D8B23EC,NA,ST,2010-07-15T00:00:00Z,M,H,71,1.2,4,AD,NA
BY11,2011,3D9.1C2D8CFE6B,NA,ST,2010-07-15T00:00:00Z,M,H,69,1.2,4,AD,SN
BY11,2011,3D9.1C2D8D2317,NA,ST,2010-07-15T00:00:00Z,M,H,76,1.2,4,AD,SN
BY11,2011,3D9.1C2D8F3B12,NA,ST,2010-07-15T00:00:00Z,M,H,72,1.2,4,NA,SN
BY11,2011,3D9.1C2D8D1729,NA,ST,2010-07-15T00:00:00Z,M,H,59,1.1,3,AD,SN
BY11,2011,3D9.1C2D8F72AD,NA,ST,2010-07-15T00:00:00Z,M,H,72,1.2,4,AD,SN
BY11,2011,3D9.1C2D8D2E20,NA,ST,2010-07-15T00:00:00Z,M,H,76,R.2,NA,AD,NA
BY11,2011,3D9.1C2D8E1E02,NA,ST,2010-07-15T00:00:00Z,F,H,76,1.2,4,AD,NA
BY11,2011,3D9.1C2D8E7194,NA,ST,2010-07-15T00:00:00Z,F,H,70,R.2,NA,NA,NA
BY11,2011,3D9.1C2D8F3397,NA,ST,2010-07-15T00:00:00Z,F,H,71,1.2,4,AD,SN
BY11,2011,3D9.1C2D8F8725,NA,ST,2010-07-15T00:00:00Z,F,H,66,NA,NA,AD,SN
BY11,2011,3D9.1C2D8F6EB0,NA,ST,2010-07-15T00:00:00Z,F,H,69,NA,NA,AD,SN
BY11,2011,3D9.1C2D8F8510,NA,ST,2010-07-15T00:00:00Z,F,H,69,1.2,4,AD,SN
BY11,2011,3D9.1C2D8CC6EC,NA,ST,2010-07-15T00:00:00Z,F,H,68,1.2,4,AD,SN
BY11,2011,3D9.1C2D8F5A26,NA,ST,2010-07-15T00:00:00Z,M,H,70,R.2,NA,NA,NA
BY11,2011,3D9.1C2D8CB5F5,NA,ST,2010-07-15T00:00:00Z,F,H,75,1.2,4,AD,SN
BY11,2011,3D9.1C2D8F4AAE,NA,ST,2010-07-15T00:00:00Z,F,H,67,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F4DF2,NA,ST,2010-07-15T00:00:00Z,F,H,71,NA,NA,AD,NA
BY11,2011,3D9.1C2D8E8147,NA,ST,2010-07-15T00:00:00Z,F,H,69,R.2,NA,NA,NA
BY11,2011,3D9.1C2D8FB15A,NA,ST,2010-07-15T00:00:00Z,F,H,73,R.2,NA,NA,NA
BY11,2011,3D9.1C2D8E065F,NA,ST,2010-07-15T00:00:00Z,M,H,72,NA,NA,AD,NA
BY11,2011,3D9.1C2D8D0A51,NA,ST,2010-07-15T00:00:00Z,F,H,71,1.2,4,AD,SN
BY11,2011,3D9.1C2D8E1E04,NA,ST,2010-07-15T00:00:00Z,F,H,71,NA,NA,AD,NA
BY11,2011,3D9.1C2D8CE331,NA,ST,2010-07-15T00:00:00Z,F,H,76,1.2,4,NA,NA
BY11,2011,3D9.1C2D8CC6E2,NA,ST,2010-07-15T00:00:00Z,M,H,71,1.2,4,AD,NA
BY11,2011,3D9.1C2D8F59D8,NA,ST,2010-07-15T00:00:00Z,F,H,70,1.2,4,AD,SN
BY11,2011,3D9.1C2D8E4F6A,NA,ST,2010-07-15T00:00:00Z,F,H,72,NA,NA,AD,NA
BY11,2011,3D9.1C2D8D159A,NA,ST,2010-07-15T00:00:00Z,F,H,78,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F55E6,NA,ST,2010-07-15T00:00:00Z,F,H,71,NA,NA,AD,NA
BY11,2011,3D9.1C2D8F6D80,NA,ST,2010-07-15T00:00:00Z,F,H,69,1.2,4,AD,SN
BY11,2011,3D9.1C2D8F1830,NA,ST,2010-07-15T00:00:00Z,M,H,56,NA,NA,AD,NA
BY11,2011,3D9.1C2C5012BE,NA,ST,2010-07-15T00:00:00Z,M,H,67,1.2,4,NA,NA
BY11,2011,3D9.1C2D8D083D,NA,ST,2010-07-15T00:00:00Z,F,H,73,1.2,4,NA,NA
BY11,2011,3D9.1C2D8CCC97,NA,ST,2010-07-15T00:00:00Z,F,H,70,NA,NA,AD,NA
BY11,2011,3D9.1C2C458337,NA,ST,2010-07-15T00:00:00Z,F,H,68,R.2,NA,NA,NA
BY11,2011,3D9.1C2D8F8AD0,NA,ST,2010-07-15T00:00:00Z,F,H,70,NA,NA,AD,SN
BY11,2011,3D9.1C2C94D490,NA,ST,2010-07-15T00:00:00Z,F,W,73,2.1S1,6,NA,NA
BY11,2011,3D9.1C2D8EEEDC,NA,ST,2010-07-15T00:00:00Z,F,W,70,R.2,NA,NA,NA
BY11,2011,3D9.1C2D8F6EF4,NA,ST,2010-07-15T00:00:00Z,M,W,75,2.2,5,NA,NA
BY11,2011,3D9.1C2D8CBCCC,NA,ST,2010-07-15T00:00:00Z,F,W,58,3.1,5,NA,NA
BY11,2011,3D9.1C2D8F4EE3,NA,ST,2010-07-15T00:00:00Z,F,W,70,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F3851,NA,ST,2010-07-15T00:00:00Z,F,W,73,2.2,5,NA,NA
BY11,2011,3D9.1C2D8CCD7F,NA,ST,2010-07-15T00:00:00Z,F,W,70,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F43AB,NA,ST,2010-07-15T00:00:00Z,M,W,64,2.1,4,NA,NA
BY11,2011,3D9.1C2D8F625D,NA,ST,2010-07-15T00:00:00Z,F,W,72,2.2,5,NA,NA
BY11,2011,3D9.1C2D8F6EAE,NA,ST,2010-07-15T00:00:00Z,F,W,71,2.2,5,NA,NA
BY11,2011,3D9.1C2D8CFA9F,NA,ST,2010-07-15T00:00:00Z,F,W,55,2.1,4,NA,NA
BY11,2011,3D9.1C2D8E46D0,NA,ST,2010-07-15T00:00:00Z,F,W,66,2.2,5,NA,NA
BY11,2011,3D9.1C2D8F4E16,NA,ST,2010-07-15T00:00:00Z,F,W,68,3.2,6,NA,NA
BY11,2011,3D9.1C2D8E4132,NA,ST,2010-07-15T00:00:00Z,F,W,76,3.2,6,NA,NA
BY11,2011,3D9.1C2D8F4E2C,NA,ST,2010-07-15T00:00:00Z,F,W,71,2.2,5,NA,NA
BY11,2011,3D9.1C2D8CE15F,NA,ST,2010-07-15T00:00:00Z,M,W,65,2.2,5,NA,NA
BY11,2011,3D9.1C2D8F7D0D,NA,ST,2010-07-15T00:00:00Z,F,W,69,2.2,5,NA,NA
BY11,2011,3D9.1C2D8F61FC,NA,ST,2010-07-15T00:00:00Z,F,W,72,2.2,5,NA,NA
BY11,2011,3D9.1C2D8E2812,NA,ST,2010-07-15T00:00:00Z,F,W,65,2.2,5,NA,NA
BY11,2011,3D9.1C2D8F93BA,NA,ST,2010-07-20T00:00:00Z,F,H,76,1.2,4,AD,NA
BY11,2011,3D9.1C2D8F7AAF,NA,ST,2010-07-20T00:00:00Z,F,H,53,1.1,3,AD,NA
BY11,2011,3D9.1C2D8F4EE1,NA,ST,2010-07-20T00:00:00Z,F,H,71,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F4DC0,NA,ST,2010-07-20T00:00:00Z,M,H,78,1.2,4,AD,NA
BY11,2011,3D9.1C2D8E3111,NA,ST,2010-07-20T00:00:00Z,F,H,66,1.2,4,AD,SN
BY11,2011,3D9.1C2D8D0AAE,NA,ST,2010-07-20T00:00:00Z,F,H,60,1.1,3,NA,NA
BY11,2011,3D9.1C2D8F75FC,NA,ST,2010-07-20T00:00:00Z,F,H,70,1.2,4,AD,NA
BY11,2011,3D9.1C2D8E80B0,NA,ST,2010-07-20T00:00:00Z,M,H,59,R.1,NA,AD,NA
BY11,2011,3D9.1C2D8E068D,NA,ST,2010-07-20T00:00:00Z,F,H,74,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F9EA4,NA,ST,2010-07-20T00:00:00Z,F,H,65,1.2,4,AD,SN
BY11,2011,3D9.1C2D8F334D,NA,ST,2010-07-20T00:00:00Z,F,H,64,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F782E,NA,ST,2010-07-20T00:00:00Z,F,H,68,1.2,4,AD,NA
BY11,2011,3D9.1C2D8E1ED4,NA,ST,2010-07-20T00:00:00Z,M,H,72,NA,NA,AD,NA
BY11,2011,3D9.1C2D8F7F3A,NA,ST,2010-07-20T00:00:00Z,M,H,55,1.1,3,AD,SN
BY11,2011,3D9.1C2D8D2294,NA,ST,2010-07-20T00:00:00Z,M,H,74,1.2,4,AD,NA
BY11,2011,3D9.1C2D8E5CF4,NA,ST,2010-07-20T00:00:00Z,M,H,67,1.2,4,AD,SN
BY11,2011,3D9.1C2D8F3850,NA,ST,2010-07-20T00:00:00Z,F,H,69,1.2,4,AD,NA
BY11,2011,3D9.1C2D8E11F3,NA,ST,2010-07-20T00:00:00Z,M,H,70,NA,NA,AD,NA
BY11,2011,3D9.1C2D8D0A60,NA,ST,2010-07-20T00:00:00Z,F,H,56,NA,NA,AD,NA
BY11,2011,3D9.1C2D8E311D,NA,ST,2010-07-20T00:00:00Z,F,H,65,R.2,NA,NA,NA
BY11,2011,3D9.1C2D8E723B,NA,ST,2010-07-20T00:00:00Z,F,H,72,1.2,4,AD,NA
BY11,2011,3D9.1C2D8E567A,NA,ST,2010-07-20T00:00:00Z,F,H,68,1.2,4,AD,SN
BY11,2011,3D9.1C2D8E4B48,NA,ST,2010-07-20T00:00:00Z,F,H,78,NA,NA,NA,NA
BY11,2011,3D9.1C2D8DF8B2,NA,ST,2010-07-20T00:00:00Z,M,H,69,NA,NA,AD,NA
BY11,2011,3D9.1C2D8F7AE7,NA,ST,2010-07-20T00:00:00Z,F,H,71,NA,NA,AD,NA
BY11,2011,3D9.1C2D8DF662,NA,ST,2010-07-20T00:00:00Z,M,H,71,1.2,4,AD,NA
BY11,2011,3D9.1C2D8D37CA,NA,ST,2010-07-20T00:00:00Z,F,H,69,1.2,4,NA,NA
BY11,2011,3D9.1C2D8E436A,NA,ST,2010-07-20T00:00:00Z,F,H,71,NA,NA,NA,SN
BY11,2011,3D9.1C2D8FA281,NA,ST,2010-07-20T00:00:00Z,F,H,73,NA,NA,AD,NA
BY11,2011,3D9.1C2D8F38D8,NA,ST,2010-07-20T00:00:00Z,M,H,72,NA,NA,AD,SN
BY11,2011,3D9.1C2D8E37CB,NA,ST,2010-07-20T00:00:00Z,F,H,73,1.2,4,NA,NA
BY11,2011,3D9.1C2D8CBCB6,NA,ST,2010-07-20T00:00:00Z,M,H,70,NA,NA,AD,NA
BY11,2011,3D9.1C2D8E2CBC,NA,ST,2010-07-20T00:00:00Z,F,H,75,1.2,4,NA,NA
BY11,2011,3D9.1C2D8D343B,NA,ST,2010-07-20T00:00:00Z,M,H,67,NA,NA,AD,NA
BY11,2011,3D9.1C2C4FBF55,NA,ST,2010-07-20T00:00:00Z,F,H,77,NA,NA,NA,NA
BY11,2011,3D9.1C2D8D307B,NA,ST,2010-07-20T00:00:00Z,F,H,70,1.2,4,AD,SN
BY11,2011,3D9.1C2D8D33E7,NA,ST,2010-07-20T00:00:00Z,F,H,68,NA,NA,AD,NA
BY11,2011,3D9.1C2D8D0BF9,NA,ST,2010-07-20T00:00:00Z,F,H,71,NA,NA,AD,SN
BY11,2011,3D9.1C2D8AE489,NA,ST,2010-07-20T00:00:00Z,M,H,62,NA,NA,AD,NA
BY11,2011,3D9.1C2D8D40C5,NA,ST,2010-07-20T00:00:00Z,F,H,71,NA,NA,AD,SN
BY11,2011,3D9.1C2D8D2248,NA,ST,2010-07-20T00:00:00Z,M,H,51,1.1,3,NA,NA
BY11,2011,3D9.1C2D8F4B19,NA,ST,2010-07-20T00:00:00Z,F,H,71,NA,NA,AD,SN
BY11,2011,3D9.1C2D8CEF6D,NA,ST,2010-07-20T00:00:00Z,F,H,75,1.2,4,AD,SN
BY11,2011,3D9.1C2D8FA1F9,NA,ST,2010-07-20T00:00:00Z,M,H,79,NA,NA,NA,NA
BY11,2011,3D9.1C2D8F72EB,NA,ST,2010-07-20T00:00:00Z,M,H,73,NA,NA,NA,NA
BY11,2011,3D9.1C2D8CE149,NA,ST,2010-07-20T00:00:00Z,F,H,76,1.2,4,AD,SN
BY11,2011,3D9.1C2D8F40E0,NA,ST,2010-07-20T00:00:00Z,F,H,73,1.2,4,NA,NA
BY11,2011,3D9.1C2D8D0A54,NA,ST,2010-07-20T00:00:00Z,F,H,73,R.2,NA,NA,NA
BY11,2011,3D9.1C2D8E282B,NA,ST,2010-07-20T00:00:00Z,F,H,66,NA,NA,AD,NA
BY11,2011,3D9.1C2D8F4387,NA,ST,2010-07-20T00:00:00Z,F,H,71,NA,NA,NA,NA
BY11,2011,3D9.1C2C4FFB5A,NA,ST,2010-07-20T00:00:00Z,F,H,70,1.2,4,NA,NA
BY11,2011,3D9.1C2D8D1715,NA,ST,2010-07-20T00:00:00Z,F,H,66,NA,NA,NA,NA
BY11,2011,3D9.1C2D8CBE95,NA,ST,2010-07-20T00:00:00Z,F,W,53,2.1,4,NA,NA
BY11,2011,3D9.1C2D8DF8E2,NA,ST,2010-07-20T00:00:00Z,F,W,60,2.1,4,NA,NA
BY11,2011,3D9.1C2D8F40CD,NA,ST,2010-07-20T00:00:00Z,F,W,64,4.1,6,NA,NA
BY11,2011,3D9.1C2D8CDF94,NA,ST,2010-07-20T00:00:00Z,F,W,74,2.2,5,NA,NA
BY11,2011,3D9.1C2D8F4321,NA,ST,2010-07-20T00:00:00Z,F,W,60,2.1,4,NA,NA
BY11,2011,3D9.1C2D8F72C1,NA,ST,2010-07-20T00:00:00Z,F,W,69,2.2,5,NA,NA
BY11,2011,3D9.1C2D8E11C6,NA,ST,2010-07-20T00:00:00Z,M,W,69,2.2,5,NA,NA
BY11,2011,3D9.1C2D8D0C1A,NA,ST,2010-07-20T00:00:00Z,F,W,76,2.2,5,NA,NA
BY11,2011,3D9.1C2D8CD297,NA,ST,2010-07-20T00:00:00Z,F,W,54,2.1,4,NA,NA
BY11,2011,3D9.1C2D8CCCE9,NA,ST,2010-07-20T00:00:00Z,F,W,76,2.2,5,NA,NA
BY11,2011,3D9.1C2D8DFF83,NA,ST,2010-07-20T00:00:00Z,F,W,72,2.2,5,NA,NA
BY11,2011,3D9.1C2D8FAAF8,NA,ST,2010-07-20T00:00:00Z,M,W,58,2.1,4,NA,NA
BY11,2011,3D9.1C2D8E6C64,NA,ST,2010-07-20T00:00:00Z,F,W,66,2.1,4,NA,NA
BY11,2011,3D9.1C2D8F971B,NA,ST,2010-07-20T00:00:00Z,F,W,66,2.2,5,NA,NA
BY11,2011,3D9.1C2D8E31D1,NA,ST,2010-07-20T00:00:00Z,F,W,67,R.2,NA,NA,NA
BY11,2011,3D9.1C2D8E3A8A,NA,ST,2010-07-20T00:00:00Z,F,W,73,R.2,NA,NA,NA
BY11,2011,3D9.1C2D8CF506,NA,ST,2010-07-20T00:00:00Z,F,W,71,2.2,5,NA,NA
BY11,2011,3D9.1C2D8F6A72,NA,ST,2010-07-20T00:00:00Z,M,W,68,2.2,5,NA,NA
BY11,2011,3D9.1C2D8CFA7E,NA,ST,2010-07-20T00:00:00Z,M,W,64,2.2,5,NA,NA
BY11,2011,3D9.1C2D8F443B,NA,ST,2010-07-20T00:00:00Z,F,W,71,1.2,4,NA,NA
BY11,2011,3D9.1C2D8D228B,NA,ST,2010-07-20T00:00:00Z,F,W,55,2.1,4,NA,NA
BY11,2011,3D9.1C2D8E484E,NA,ST,2010-07-20T00:00:00Z,M,W,87,1.2,4,NA,NA
BY11,2011,3D9.1C2D8EAE7C,NA,ST,2010-07-20T00:00:00Z,F,W,55,R.1,NA,NA,NA
BY11,2011,3D9.1C2D8B29E2,NA,ST,2010-07-20T00:00:00Z,M,W,76,2.2,5,NA,NA
BY11,2011,3D9.1C2D8F8184,NA,ST,2010-07-20T00:00:00Z,M,W,79,2.2S1,7,NA,NA
BY11,2011,3D9.1C2D8F7AF0,NA,ST,2010-07-20T00:00:00Z,F,W,54,2.1,4,NA,NA
BY11,2011,3D9.1C2D8CFC2A,NA,ST,2010-07-22T00:00:00Z,M,H,70,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F4DBF,NA,ST,2010-07-22T00:00:00Z,F,H,75,1.2,4,AD,SN
BY11,2011,3D9.1C2D8E3E23,NA,ST,2010-07-22T00:00:00Z,F,H,74,1.2,4,AD,NA
BY11,2011,3D9.1C2D8CF4EE,NA,ST,2010-07-22T00:00:00Z,F,H,66,1.2,4,AD,SN
BY11,2011,3D9.1C2D8D301D,NA,ST,2010-07-22T00:00:00Z,M,H,55,1.1,3,AD,NA
BY11,2011,3D9.1C2D8DF5F6,NA,ST,2010-07-22T00:00:00Z,F,H,72,1.2,4,AD,SN
BY11,2011,3D9.1C2D8F7EE4,NA,ST,2010-07-22T00:00:00Z,F,H,70,1.2,4,AD,NA
BY11,2011,3D9.1C2D8F7EB6,NA,ST,2010-07-22T00:00:00Z,F,H,70,1.2,4,AD,SN
BY11,2011,3D9.1C2D8F7A84,NA,ST,2010-07-22T00:00:00Z,F,H,68,1.2,4,AD,SN
BY11,2011,3D9.1C2D8F6294,NA,ST,2010-07-22T00:00:00Z,M,H,75,1.2,4,NA,NA
BY11,2011,3D9.1C2D8F8012,NA,ST,2010-07-22T00:00:00Z,F,H,70,1.2,4,AD,NA
BY11,2011,3D9.1C2D8F7284,NA,ST,2010-07-22T00:00:00Z,F,H,69,1.2,4,AD,NA
BY11,2011,3D9.1C2D8FA269,NA,ST,2010-07-22T00:00:00Z,M,H,73,1.2,4,AD,SN
